,Address,Price,City,Bedrooms,Living-Area,Total-Bathrooms,Home-Type,Distance,Duration
231,"3336 Ironwood Dr, San Ramon, CA 94582",1749000,San Ramon,4,3243.0,4, Single Family,42.7,46 mins
232,"7648 Stoneleaf Rd, San Ramon, CA 94582",869000,San Ramon,3,2228.0,3, Condo,42.7,46 mins
233,"1151 Mataro Ct, Pleasanton, CA 94566",1449000,Pleasanton,4,2451.0,3, Single Family,42.8,46 mins
234,"3759 Rose Rock Cir, Pleasanton, CA 94588",1099000,Pleasanton,4,2337.0,3, Single Family,40.2,41 mins
235,"665 Palomino Dr A, Pleasanton, CA 94566",605000,Pleasanton,2,1198.0,2, Townhouse,40.8,41 mins
236,"3024 Bolero Ct, Pleasanton, CA 94588",965000,Pleasanton,4,1928.0,3, Townhouse,39.1,40 mins
237,"8080 Canyon Creek Cir, Pleasanton, CA 94588",999000,Pleasanton,3,1650.0,3, Single Family,34.3,35 mins
238,"7710 Creekside Dr, Pleasanton, CA 94588",889000,Pleasanton,3,1828.0,3, Townhouse,36.3,36 mins
239,"7308 Stonedale Dr, Pleasanton, CA 94588",799000,Pleasanton,3,1525.0,2, Townhouse,36.6,37 mins
240,"7904 Kemper Ct, Pleasanton, CA 94588",1480000,Pleasanton,4,3021.0,3, Single Family,40.7,41 mins
241,"4837 Saginaw Cir, Pleasanton, CA 94588",668000,Pleasanton,3,1130.0,2, Townhouse,39.7,41 mins
242,"5764 Belleza Dr, Pleasanton, CA 94588",900000,Pleasanton,4,1928.0,3, Townhouse,39.2,40 mins
243,"4132 Parma Ct, Pleasanton, CA 94566",4988000,Pleasanton,5,8363.0,7, Single Family,49.6,48 mins
244,"3857 Vine St, Pleasanton, CA 94566",675000,Pleasanton,2,1221.0,3, Townhouse,41.6,44 mins
245,"2281 Doccia Ct, Pleasanton, CA 94566",1928000,Pleasanton,5,3396.0,3, Single Family,48.1,52 mins
246,"118 Barias Pl, Pleasanton, CA 94566",1169000,Pleasanton,3,1766.0,3, Single Family,41.4,44 mins
247,"7887 Medinah Ct, Pleasanton, CA 94588",1495000,Pleasanton,4,3021.0,3, Single Family,40.7,42 mins
248,"5144 Angelico Ct, Pleasanton, CA 94588",989000,Pleasanton,3,1482.0,3, Single Family,38.3,39 mins
249,"2329 Silver Oaks Ln, Pleasanton, CA 94566",2825000,Pleasanton,4,4106.0,5, Single Family,43.7,48 mins
250,"2873 Brezza Ct, Pleasanton, CA 94566",4995000,Pleasanton,5,8300.0,6, Single Family,47.3,50 mins
251,"5507 Baldwin Way, Pleasanton, CA 94588",799000,Pleasanton,2,1501.0,3, Townhouse,36.4,37 mins
252,"1808 Zenato Pl, Pleasanton, CA 94566",3125000,Pleasanton,5,5643.0,6, Single Family,47.2,49 mins
253,"7365 Stonedale Dr, Pleasanton, CA 94588",725000,Pleasanton,2,1502.0,3, Townhouse,36.6,38 mins
254,"5331 Black Ave APT 1, Pleasanton, CA 94566",825000,Pleasanton,3,1690.0,3, Townhouse,39.1,40 mins
255,"1604 Lexington Ln, Pleasanton, CA 94566",1289000,Pleasanton,4,2844.0,4, Single Family,39.4,39 mins
256,"4449 Alamo St, Union City, CA 94587",629000,Union City,3,1298.0,2, Townhouse,22.6,29 mins
257,"32060 Paloma Ct, Union City, CA 94587",579800,Union City,2,1126.0,3, Townhouse,23.5,31 mins
258,"34776 Rumford Ter, Union City, CA 94587",850000,Union City,3,1492.0,3, Townhouse,27.7,33 mins
259,"218 Galano Plz, Union City, CA 94587",499000,Union City,2,880.0,2, Condo,29.4,37 mins
260,"212 Entrada Plz, Union City, CA 94587",475000,Union City,2,710.0,1, Condo,26.9,32 mins
261,"4504 Ventura Way, Union City, CA 94587",548000,Union City,2,875.0,1, Townhouse,22.6,28 mins
262,"35520 Monterra Ter APT 304, Union City, CA 94587",425000,Union City,1,695.0,1, Condo,27.8,33 mins
263,"35560 Monterra Ter APT 101, Union City, CA 94587",649950,Union City,3,1200.0,2, Condo,28.0,34 mins
264,"4246 Miramonte Way, Union City, CA 94587",579000,Union City,3,1298.0,2, Townhouse,22.5,28 mins
265,"2572 Village Dr, Union City, CA 94587",785000,Union City,3,1524.0,3, Townhouse,25.2,26 mins
266,"2612 Copa Del Oro Dr, Union City, CA 94587",525000,Union City,2,966.0,2, Condo,25.3,26 mins
267,"2977 Miraloma Way, Union City, CA 94587",1214738,Union City,4,2357.0,3, Single Family,22.3,28 mins
268,"4765 Randi Ct, Union City, CA 94587",969593,Union City,4,1683.0,3, Single Family,23.1,29 mins
269,"416 Dempsey Rd UNIT 217, Milpitas, CA 95035",458000,Milpitas,2,842.0,1, Condo,34.6,37 mins
270,"167 Cobblestone Loop, Milpitas, CA 95035",1198000,Milpitas,3,1672.0,3, Single Family,33.4,35 mins
271,"316 Lynn Ave, Milpitas, CA 95035",620000,Milpitas,2,976.0,2, Condo,34.8,37 mins
272,"501 Folsom Cir, Milpitas, CA 95035",998888,Milpitas,2,1459.0,3, Single Family,33.5,35 mins
273,"211 Wild Rose Way, Milpitas, CA 95035",1199000,Milpitas,4,2105.0,4, Townhouse,34.8,36 mins
274,"1403 Cherry Cir, Milpitas, CA 95035",939888,Milpitas,3,1631.0,3, Townhouse,34.6,37 mins
275,"522 Bayview Park Dr, Milpitas, CA 95035",1149000,Milpitas,3,1464.0,2, Single Family,34.9,38 mins
276,"1403 Nestwood Way, Milpitas, CA 95035",1128000,Milpitas,3,1951.0,2, Townhouse,32.4,34 mins
277,"600 S Abel St UNIT 304, Milpitas, CA 95035",758000,Milpitas,2,1259.0,2, Condo,33.1,34 mins
278,"924 Smith Ln, Milpitas, CA 95035",1249800,Milpitas,4,2147.0,4, Single Family,33.7,35 mins
279,"1361 Coyote Creek Way, Milpitas, CA 95035",1050000,Milpitas,3,1668.0,4, Townhouse,32.3,33 mins
280,"340 Moretti Ln, Milpitas, CA 95035",1100000,Milpitas,3,1522.0,3, Single Family,34.6,37 mins
281,"407 Bayberry Way, Milpitas, CA 95035",1124950,Milpitas,3,1536.0,3, Townhouse,33.4,36 mins
282,"1418 Lavender Loop, Milpitas, CA 95035",939000,Milpitas,3,1631.0,3, Condo,34.6,37 mins
283,"336 Montecito Way, Milpitas, CA 95035",919999,Milpitas,3,1375.0,3, Townhouse,34.9,36 mins
284,"19 Jacklin Cir, Milpitas, CA 95035",1099500,Milpitas,3,1657.0,3, Single Family,33.9,36 mins
285,"198 Parc Place Dr, Milpitas, CA 95035",738888,Milpitas,2,1031.0,2, Townhouse,33.7,37 mins
286,"1186 Claridad Loop, Milpitas, CA 95035",1299950,Milpitas,5,2524.0,4, Single Family,33.2,35 mins
287,"183 Douglas Ct, Milpitas, CA 95035",1549000,Milpitas,4,2247.0,3, Single Family,33.9,37 mins
288,"45 Curtis Ave, Milpitas, CA 95035",750000,Milpitas,2,1192.0,3, Condo,33.5,35 mins
289,"209 Sunnyhills Ct, Milpitas, CA 95035",741200,Milpitas,3,1044.0,2, Condo,35.0,36 mins
290,"1606 Hidden Creek Ln, Milpitas, CA 95035",1238000,Milpitas,4,2413.0,4, Single Family,34.5,34 mins
291,"1128 California Cir, Milpitas, CA 95035",1023000,Milpitas,3,1859.0,4, Townhouse,34.7,34 mins
292,"1435 Nightshade 21, Milpitas, CA 95035",759888,Milpitas,2,1072.0,2, Condo,34.7,38 mins
293,"3291 Berryessa St APT 3, Palo Alto, CA 94303",1388000,Palo Alto,3,1456.0,2, Townhouse,20.7,22 mins
294,"3073 Middlefield Rd APT 201, Palo Alto, CA 94306",1495000,Palo Alto,3,1480.0,2, Condo,21.0,22 mins
295,"1982 W Bayshore Rd APT 237, East Palo Alto, CA 94303",798000,East Palo Alto,2,1197.0,2, Condo,20.1,20 mins
296,"911 Pinto Ct, Walnut Creek, CA 94596",1289000,Walnut Creek,3,1843.0,2, Single Family,37.4,37 mins
297,"1713 S Villa Way, Walnut Creek, CA 94595",525000,Walnut Creek,1,932.0,2, Condo,34.7,37 mins
298,"1952 Via Appia, Walnut Creek, CA 94598",799000,Walnut Creek,3,1898.0,3, Townhouse,37.3,42 mins
299,"541 Monarch Ridge Dr, Walnut Creek, CA 94597",859000,Walnut Creek,2,1893.0,3, Townhouse,33.8,35 mins
300,"1983 La Corso Ct, Walnut Creek, CA 94598",775000,Walnut Creek,3,1457.0,2, Townhouse,37.3,42 mins
301,"1470 Creekside Dr APT 30, Walnut Creek, CA 94596",515000,Walnut Creek,2,1128.0,2, Condo,36.2,36 mins
302,"1012 San Souci, Walnut Creek, CA 94597",560000,Walnut Creek,2,1073.0,2, Townhouse,35.5,38 mins
303,"3316 Terra Granada Dr APT 1B, Walnut Creek, CA 94595",1298000,Walnut Creek,3,1830.0,2, Condo,36.9,43 mins
304,"1876 Countrywood Ct, Walnut Creek, CA 94598",649000,Walnut Creek,2,1036.0,2, Townhouse,37.5,40 mins
305,"1696 Countrywood Ct, Walnut Creek, CA 94598",675000,Walnut Creek,3,1568.0,3, Townhouse,37.4,40 mins
306,"828 Foxtail Ct, Walnut Creek, CA 94598",1699000,Walnut Creek,5,3121.0,3, Single Family,39.7,47 mins
307,"1580 Pyrenees Pl, Walnut Creek, CA 94598",975000,Walnut Creek,4,2483.0,3, Single Family,36.7,41 mins
308,"147 Vista Hermosa, Walnut Creek, CA 94597",649000,Walnut Creek,2,1405.0,3, Townhouse,34.5,36 mins
309,"2200 Gellert Blvd APT 6204, South San Francisco, CA 94080",875000,South San Francisco,2,1082.0,2, Condo,4.8,6 mins
310,"1488 El Camino Real UNIT 209, South San Francisco, CA 94080",929998,South San Francisco,2,990.0,2, Condo,1.9,6 mins
311,"85 Idlewood Ct, South San Francisco, CA 94080",1428000,South San Francisco,4,2150.0,3, Single Family,3.4,8 mins
312,"1488 El Camino Real UNIT P15, South San Francisco, CA 94080",620000,South San Francisco,1,670.0,1, Condo,4.7,10 mins
313,"3855 Carter Dr APT 105, South San Francisco, CA 94080",688000,South San Francisco,2,1090.0,2, Condo,5.7,9 mins
314,"955 Ridgeview Ct UNIT B, South San Francisco, CA 94080",679000,South San Francisco,2,950.0,1, Condo,5.1,8 mins
315,"124 Sonja Rd, South San Francisco, CA 94080",1298000,South San Francisco,3,1740.0,2, Single Family,5.3,9 mins
316,"312 Crown Cir, South San Francisco, CA 94080",998000,South San Francisco,2,1490.0,3, Townhouse,6.9,11 mins
317,"455 El Camino Real APT 405, South San Francisco, CA 94080",599888,South San Francisco,1,730.0,1, Condo,3.2,6 mins
318,"2210 Gellert Blvd APT 5312, South San Francisco, CA 94080",998000,South San Francisco,3,1290.0,2, Condo,4.7,6 mins
319,"11 Moonlight Ct, South San Francisco, CA 94080",1280000,South San Francisco,3,1900.0,3, Single Family,4.4,7 mins
320,"3721 Carter Dr APT 1307, South San Francisco, CA 94080",868000,South San Francisco,2,1040.0,2, Condo,5.4,9 mins
321,"3550 Carter Dr APT 10, South San Francisco, CA 94080",850000,South San Francisco,3,1644.0,3, Condo,5.3,9 mins
322,"1049 Cape May Dr, Pittsburg, CA 94565",475000,Pittsburg,4,2135.0,3, Single Family,49.3,51 mins
323,"168 Pelican Loop, Pittsburg, CA 94565",525000,Pittsburg,4,1927.0,3, Townhouse,51.4,53 mins
324,"404 Bay Crest Dr, Pittsburg, CA 94565",449000,Pittsburg,3,1825.0,3, Townhouse,51.3,53 mins
325,"1245 Lakeview Cir, Pittsburg, CA 94565",208888,Pittsburg,1,527.0,1, Condo,52.3,53 mins
326,"1983 Cardiff Dr, Pittsburg, CA 94565",410000,Pittsburg,3,1143.0,2, Single Family,50.6,51 mins
327,"10190 Vista Dr, Cupertino, CA 95014",1698000,Cupertino,3,1962.0,3, Townhouse,30.7,31 mins
328,"20488 Stevens Creek Blvd APT 1711, Cupertino, CA 95014",1299000,Cupertino,2,1317.0,2, Condo,30.9,33 mins
329,"20488 Stevens Creek Blvd APT 2314, Cupertino, CA 95014",1398000,Cupertino,2,1500.0,2, Condo,31.0,31 mins
330,"19850 Portal Plz, Cupertino, CA 95014",1388800,Cupertino,2,1326.0,3, Townhouse,32.0,32 mins
331,"10546 Red Fir Ct, Cupertino, CA 95014",1349000,Cupertino,3,1202.0,2, Townhouse,30.4,31 mins
332,"10090 Pasadena Ave APT A4, Cupertino, CA 95014",1325000,Cupertino,3,1491.0,2, Condo,29.7,30 mins
333,"21098 White Fir Ct, Cupertino, CA 95014",1098000,Cupertino,3,1003.0,2, Townhouse,30.5,31 mins
334,"19503 Stevens Creek Blvd SUITE 328, Cupertino, CA 95014",933000,Cupertino,2,1102.0,2, Condo,31.5,31 mins
335,"19882 Portal Plz, Cupertino, CA 95014",1100000,Cupertino,2,1166.0,3, Townhouse,32.0,32 mins
336,"20488 Stevens Creek Blvd APT 1206, Cupertino, CA 95014",799888,Cupertino,1,850.0,1, Condo,31.0,31 mins
337,"10745 N De Anza Blvd UNIT 103, Cupertino, CA 95014",998000,Cupertino,1,1209.0,2, Condo,30.3,29 mins
338,"1125 Brighton View Cir, Petaluma, CA 94952",620000,Petaluma,2,999.0,3, Single Family,57.8,57 mins
339,"714 Briggs Pl, Petaluma, CA 94954",660000,Petaluma,3,1486.0,3, Single Family,61.4,1 hour 4 mins
340,"470 Park Place Dr, Petaluma, CA 94954",499900,Petaluma,3,1503.0,3, Condo,59.8,1 hour 1 min
341,"1073 Country Club Dr, Petaluma, CA 94952",1399900,Petaluma,5,3698.0,3, Single Family,58.1,58 mins
342,"27 Valen Way, Petaluma, CA 94952",950000,Petaluma,1,840.0,2, Single Family,64.8,1 hour 5 mins
343,"20 San Marcos Pl, San Rafael, CA 94901",1398000,San Rafael,5,2528.0,2, Single Family,41.1,46 mins
344,"11 Dorian Way, San Rafael, CA 94901",1995000,San Rafael,4,2551.0,2, Single Family,39.6,44 mins
345,"10 Professional Center Pkwy APT 27, San Rafael, CA 94903",495000,San Rafael,2,1107.0,2, Condo,40.7,41 mins
346,"15 Gloucester Cv, San Rafael, CA 94901",815000,San Rafael,3,1920.0,3, Single Family,36.7,39 mins
347,"136 La Perdiz Ct, San Rafael, CA 94903",865000,San Rafael,2,1785.0,3, Condo,40.9,43 mins
348,"28 Bonnie Banks Way, San Rafael, CA 94901",1269000,San Rafael,3,2257.0,3, Single Family,39.7,43 mins
349,"938 Lea Dr, San Rafael, CA 94903",369000,San Rafael,1,680.0,1, Single Family,41.5,43 mins
350,"123 Sylvia Way, San Rafael, CA 94903",710000,San Rafael,3,1516.0,3, Condo,41.5,44 mins
351,"100 Thorndale Dr APT 352, San Rafael, CA 94903",95000,San Rafael,1,660.0,1, Condo,40.9,43 mins
352,"425 San Marin Dr, Novato, CA 94945",950000,Novato,4,1804.0,3, Single Family,50.1,50 mins
353,"28 Oak Grove Dr, Novato, CA 94949",1249000,Novato,4,2554.0,3, Single Family,44.9,46 mins
354,"25 Palomino Cir, Novato, CA 94947",1195000,Novato,4,2304.0,3, Single Family,52.7,57 mins
355,"218 Pelican Ln, Novato, CA 94949",699000,Novato,2,1674.0,3, Condo,43.6,44 mins
356,"11 Josefa Ct, Novato, CA 94949",815000,Novato,2,1940.0,3, Condo,43.6,44 mins
357,"809 Juniper Pl, Novato, CA 94945",725000,Novato,4,1835.0,3, Condo,50.9,53 mins
358,"7 Hollyleaf Way, Novato, CA 94949",1425000,Novato,5,2934.0,4, Single Family,45.1,46 mins
359,"2 Canyon Green Loop, Novato, CA 94947",1189000,Novato,5,2736.0,4, Single Family,48.7,51 mins
360,"96 Pinheiro Cir, Novato, CA 94945",1349000,Novato,5,3642.0,3, Single Family,49.0,49 mins
361,"540 Loleta Ln, Novato, CA 94947",533500,Novato,3,1323.0,3, Condo,45.9,46 mins
362,"1540 Center Rd APT 160, Novato, CA 94947",355000,Novato,2,905.0,1, Condo,47.8,50 mins
363,"453 Bolling Cir, Novato, CA 94949",560644,Novato,4,1684.0,2, Condo,44.1,45 mins
364,"35 Alconbury Way, Novato, CA 94949",999000,Novato,4,2044.0,3, Single Family,44.9,48 mins
365,"83 Gann Way, Novato, CA 94949",749000,Novato,2,1428.0,3, Single Family,44.8,47 mins
366,"515 Loleta Ln, Novato, CA 94947",419950,Novato,2,896.0,2, Condo,45.9,46 mins
367,"27 Balboa Ct, Novato, CA 94949",979000,Novato,4,1922.0,3, Single Family,45.0,48 mins
368,"62 Margarita Ter, Novato, CA 94947",449000,Novato,2,1118.0,2, Condo,47.1,47 mins
369,"207 Indian Way, Novato, CA 94949",690000,Novato,3,1582.0,2, Condo,46.4,48 mins
370,"12 Dorothy Way, Novato, CA 94945",1239000,Novato,3,1955.0,2, Single Family,50.1,51 mins
371,"412 Wood Hollow Dr, Novato, CA 94945",1224900,Novato,4,2644.0,3, Single Family,49.2,49 mins
372,"1556 Center Rd APT 14, Novato, CA 94947",369000,Novato,2,948.0,2, Condo,47.9,49 mins
373,"2432 Berkshire Ln, Brentwood, CA 94513",649900,Brentwood,4,1992.0,3, Single Family,64.0,1 hour 4 mins
374,"304 Alta St, Brentwood, CA 94513",588888,Brentwood,4,2500.0,3, Single Family,65.1,1 hour 5 mins
375,"193 Wright Ct, Brentwood, CA 94513",559000,Brentwood,3,1758.0,3, Single Family,64.9,1 hour 4 mins
376,"741 Waterville Dr, Brentwood, CA 94513",665000,Brentwood,4,2437.0,3, Single Family,64.2,1 hour 3 mins
377,"1853 Pheasant Run Ter, Brentwood, CA 94513",2369000,Brentwood,4,6568.0,6, Single Family,62.2,1 hour 1 min
378,"1265 Picadilly Ln, Brentwood, CA 94513",609900,Brentwood,4,2421.0,3, Single Family,61.4,1 hour 1 min
379,"1614 Chianti Ln, Brentwood, CA 94513",1179000,Brentwood,2,2868.0,3, Single Family,66.1,1 hour 5 mins
380,"831 Apple Hill Dr, Brentwood, CA 94513",1199900,Brentwood,5,3921.0,4, Single Family,63.8,1 hour 1 min
381,"941 Centennial Dr, Brentwood, CA 94513",544000,Brentwood,3,1808.0,2, Single Family,64.2,1 hour 2 mins
382,"1145 Alta Vista Pl, Brentwood, CA 94513",789999,Brentwood,4,2991.0,3, Single Family,63.1,1 hour 3 mins
383,"100 Baird Cir, Brentwood, CA 94513",625000,Brentwood,4,2228.0,3, Single Family,63.8,1 hour 4 mins
384,"183 Honeygold Ln, Brentwood, CA 94513",555000,Brentwood,2,1940.0,3, Single Family,64.1,1 hour 3 mins
385,"1800 Mariposa Way, Brentwood, CA 94513",639900,Brentwood,2,2165.0,3, Single Family,63.0,1 hour 0 mins
386,"1080 Bountiful Way, Brentwood, CA 94513",499500,Brentwood,2,1584.0,2, Single Family,64.5,1 hour 4 mins
387,"1120 Medoc Ct, Brentwood, CA 94513",846356,Brentwood,3,2338.0,3, Single Family,64.8,1 hour 4 mins
388,"110 Sarafina Way, Gilroy, CA 95020",698000,Gilroy,4,1788.0,3, Single Family,65.3,1 hour 1 min
389,"7718 Curry Dr, Gilroy, CA 95020",898000,Gilroy,4,2360.0,3, Single Family,66.5,1 hour 6 mins
390,"1406 Casablanca Cir, Gilroy, CA 95020",875000,Gilroy,4,2434.0,3, Single Family,65.4,1 hour 3 mins
391,"2166 Cruden Bay Way, Gilroy, CA 95020",925000,Gilroy,4,2417.0,3, Single Family,67.1,1 hour 7 mins
392,"7745 Isabella Way, Gilroy, CA 95020",465000,Gilroy,2,818.0,1, Single Family,65.8,1 hour 4 mins
393,"7361 Old Toms Ct, Gilroy, CA 95020",1449000,Gilroy,4,3360.0,4, Single Family,67.1,1 hour 6 mins
394,"2441 Club Dr, Gilroy, CA 95020",1395000,Gilroy,4,3350.0,4, Single Family,67.4,1 hour 7 mins
395,"1045 Fillippelli Dr, Gilroy, CA 95020",649999,Gilroy,3,1859.0,3, Condo,65.6,1 hour 3 mins
396,"7712 Sumac Pl, Gilroy, CA 95020",899000,Gilroy,4,2360.0,3, Single Family,66.5,1 hour 5 mins
397,"270 Fortunata Pl, Gilroy, CA 95020",509500,Gilroy,2,1397.0,3, Townhouse,65.2,1 hour 0 mins
398,"4285 Redwood Retreat Rd, Gilroy, CA 95020",2199950,Gilroy,5,3749.0,3, Single Family,64.5,1 hour 2 mins
399,"2951 Grassland Way, Gilroy, CA 95020",1299000,Gilroy,5,3455.0,5, Single Family,67.1,1 hour 6 mins
400,"1504 Rosette Way, Gilroy, CA 95020",465000,Gilroy,1,800.0,1, Single Family,66.3,1 hour 4 mins
401,"355 Mantelli Dr, Gilroy, CA 95020",684836,Gilroy,3,1589.0,3, Single Family,64.8,1 hour 1 min
402,"728 Carver Pl, Gilroy, CA 95020",965000,Gilroy,4,2633.0,3, Single Family,65.1,1 hour 2 mins
403,"7206 Admiralty Ln, Foster City, CA 94404",728888,Foster City,2,998.0,2, Condo,8.9,11 mins
404,"2207 Admiralty Ln, Foster City, CA 94404",948888,Foster City,3,1505.0,3, Single Family,8.8,11 mins
405,"1025 Shell Blvd APT 12, Foster City, CA 94404",848000,Foster City,2,1042.0,2, Condo,9.6,14 mins
406,"920 Aruba Ln, Foster City, CA 94404",2146058,Foster City,4,2530.0,3, Single Family,10.5,16 mins
407,"777 Coronado Ln, Foster City, CA 94404",1888000,Foster City,3,2110.0,2, Single Family,9.8,14 mins
408,"676 Portofino Ln, Foster City, CA 94404",1475000,Foster City,3,2140.0,3, Townhouse,9.9,14 mins
409,"1170 Foster City Blvd APT 201, Foster City, CA 94404",738000,Foster City,1,990.0,1, Condo,9.7,13 mins
410,"720 Promontory Point Ln APT 2309, Foster City, CA 94404",1239000,Foster City,3,2264.0,3, Condo,8.0,9 mins
411,"843 Peary Ln, Foster City, CA 94404",1388000,Foster City,3,1340.0,3, Single Family,9.6,13 mins
412,"604 Pisces Ln, Foster City, CA 94404",1348888,Foster City,3,1430.0,3, Townhouse,8.4,11 mins
413,"1130 Nimitz Ln, Foster City, CA 94404",1469000,Foster City,3,1530.0,2, Townhouse,9.8,14 mins
414,"617 Bridgeport Ln, Foster City, CA 94404",1799000,Foster City,2,1710.0,3, Single Family,9.4,13 mins
415,"1081 Beach Park Blvd APT 103, Foster City, CA 94404",689000,Foster City,1,990.0,1, Condo,9.7,13 mins
416,"926 Beach Park Blvd APT 5, Foster City, CA 94404",888988,Foster City,2,1087.0,2, Condo,10.4,15 mins
417,"226 Commons Ln, Foster City, CA 94404",1228000,Foster City,2,1500.0,2, Townhouse,8.7,12 mins
418,"860 Meridian Bay Ln UNIT 125, Foster City, CA 94404",915000,Foster City,2,1350.0,2, Condo,8.3,10 mins
419,"390 Biscayne Ave, San Mateo, CA 94404",2385000,San Mateo,3,2390.0,3, Single Family,9.7,13 mins
420,"237 Commons Ln, Foster City, CA 94404",1168000,Foster City,2,1230.0,2, Townhouse,8.6,12 mins
421,"720 Promontory Point Ln APT 2207, Foster City, CA 94404",1389000,Foster City,3,2264.0,3, Condo,8.0,9 mins
422,"1019 Foster Square Ln UNIT 304, Foster City, CA 94404",1269000,Foster City,3,1653.0,2, Condo,9.0,12 mins
423,"3005 Longview Dr, San Bruno, CA 94066",1680000,San Bruno,5,2870.0,4, Single Family,5.0,9 mins
424,"1217 Shelter Creek Ln, San Bruno, CA 94066",710000,San Bruno,2,1000.0,2, Condo,4.2,7 mins
425,"4104 Shelter Creek Ln, San Bruno, CA 94066",488000,San Bruno,1,680.0,1, Condo,4.2,7 mins
426,"3145 Shelter Creek Ln, San Bruno, CA 94066",498000,San Bruno,1,680.0,1, Condo,4.2,7 mins
427,"4306 Shelter Creek Ln, San Bruno, CA 94066",498000,San Bruno,1,680.0,1, Condo,4.2,7 mins
428,"1332 Shelter Creek Ln, San Bruno, CA 94066",429000,San Bruno,0,490.0,1, Condo,4.2,7 mins
429,"402 Boardwalk Ave APT 16, San Bruno, CA 94066",460000,San Bruno,0,450.0,1, Condo,3.3,7 mins
430,"5234 Shelter Creek Ln, San Bruno, CA 94066",399500,San Bruno,0,490.0,1, Condo,4.2,7 mins
431,"402 Boardwalk Ave APT 19, San Bruno, CA 94066",540000,San Bruno,1,650.0,1, Condo,3.3,7 mins
432,"1126 Cherry Ave APT 80, San Bruno, CA 94066",435000,San Bruno,0,450.0,1, Condo,2.9,5 mins
433,"1031 Cherry Ave APT 40, San Bruno, CA 94066",800000,San Bruno,3,1342.0,2, Condo,2.7,6 mins
434,"2221 Shelter Creek Ln, San Bruno, CA 94066",399000,San Bruno,0,490.0,1, Condo,4.1,6 mins
435,"6153 Shelter Creek Ln, San Bruno, CA 94066",549000,San Bruno,1,680.0,1, Condo,4.1,6 mins
436,"5127 Shelter Creek Ln, San Bruno, CA 94066",519000,San Bruno,1,680.0,1, Condo,4.3,7 mins
437,"2146 Shelter Creek Ln, San Bruno, CA 94066",399000,San Bruno,0,490.0,1, Condo,4.2,7 mins
438,"166 Oxford Ln, San Bruno, CA 94066",1588000,San Bruno,0,4090.0,0, Multiple Occupancy,4.8,7 mins
439,"1229 Camino Corto, Rohnert Park, CA 94928",359000,Rohnert Park,2,1050.0,2, Condo,68.2,1 hour 10 mins
440,"1461 Gold Way, Rohnert Park, CA 94928",369950,Rohnert Park,3,1208.0,2, Condo,70.7,1 hour 11 mins
441,"5083 Country Club Dr, Rohnert Park, CA 94928",410000,Rohnert Park,2,1220.0,2, Condo,69.8,1 hour 8 mins
442,"1619 Kensington Pl, Rohnert Park, CA 94928",730000,Rohnert Park,4,2371.0,3, Single Family,69.9,1 hour 10 mins
443,"951 Santa Cruz Way, Rohnert Park, CA 94928",419000,Rohnert Park,3,1632.0,2, Condo,68.9,1 hour 8 mins
444,"8293 Lancaster Dr, Rohnert Park, CA 94928",355000,Rohnert Park,2,920.0,1, Condo,67.1,1 hour 6 mins
445,"1496 Parkway Dr, Rohnert Park, CA 94928",369000,Rohnert Park,2,1162.0,2, Condo,69.9,1 hour 12 mins
446,"1442 Gold Way, Rohnert Park, CA 94928",324500,Rohnert Park,2,984.0,2, Condo,70.7,1 hour 12 mins
447,"5449 Kaitlyn Pl, Rohnert Park, CA 94928",660000,Rohnert Park,3,1838.0,3, Single Family,67.5,1 hour 10 mins
448,"786 Racquet Club Cir, Rohnert Park, CA 94928",375000,Rohnert Park,2,1182.0,1, Condo,68.9,1 hour 8 mins
449,"956 Santa Cruz Way, Rohnert Park, CA 94928",479000,Rohnert Park,2,1536.0,2, Condo,68.9,1 hour 8 mins
