,Address,City,ZipCode,State,Bedrooms,Price,Listing-Company,HOA,Zestimate,Link,Living-Area,Total-Bathrooms,Garage-Spaces,Home-Type,Year-Built,Utilities,Sunscore,Annual-Tax,Tax-Value
2848,"2634 Jones Rd B, Walnut Creek, CA 94597",Walnut Creek,94597,CA,2,589000,DUDUM REAL ESTATE GROUP,337.0,589004,https://www.zillow.com/homedetails/2634-Jones-Rd-B-Walnut-Creek-CA-94597/18409155_zpid/,1216.0,3, 0, Condo,1986,Unknown,89.17,4461.0,314108.0
2849,"1826 Sobrante Ct, Walnut Creek, CA 94595",Walnut Creek,94595,CA,4,1549000,COLDWELL BANKER,145.0,1549865,https://www.zillow.com/homedetails/1826-Sobrante-Ct-Walnut-Creek-CA-94595/18424232_zpid/,3165.0,3, 2, Single Family,1980,Unknown,83.54,12128.0,1016096.0
2850,"1464 Cortez Ct, Walnut Creek, CA 94598",Walnut Creek,94598,CA,4,1269000,RANGE REAL ESTATE,213.0,1269009,https://www.zillow.com/homedetails/1464-Cortez-Ct-Walnut-Creek-CA-94598/18380627_zpid/,2787.0,3, 2, Single Family,1979,Unknown,88.17,5835.0,457080.0
2854,"309 Pimlico Dr, Walnut Creek, CA 94597",Walnut Creek,94597,CA,3,850000,REDFIN,491.0,850081,https://www.zillow.com/homedetails/309-Pimlico-Dr-Walnut-Creek-CA-94597/18410733_zpid/,1421.0,2, 1, Condo,1984,Unknown,94.77,3968.0,304059.0
2856,"1112 Chiltern Dr, Walnut Creek, CA 94596",Walnut Creek,94596,CA,3,899000,COLDWELL BANKER,330.0,899002,https://www.zillow.com/homedetails/1112-Chiltern-Dr-Walnut-Creek-CA-94596/18416516_zpid/,2055.0,3, 2, Townhouse,1975,Unknown,85.3,8087.0,648539.0
2857,"1131 Westmoreland Cir, Walnut Creek, CA 94596",Walnut Creek,94596,CA,3,878000,DUDUM REAL ESTATE GROUP,270.0,878422,https://www.zillow.com/homedetails/1131-Westmoreland-Cir-Walnut-Creek-CA-94596/18416343_zpid/,2055.0,3, 2, Townhouse,1973,Unknown,89.3,5212.0,386911.0
2859,"320 N Civic Dr APT 508, Walnut Creek, CA 94596",Walnut Creek,94596,CA,1,324895,ELEVATE REAL ESTATE,553.0,324897,https://www.zillow.com/homedetails/320-N-Civic-Dr-APT-508-Walnut-Creek-CA-94596/18410586_zpid/,682.0,1, 0, Condo,1972,Unknown,79.57,4281.0,300320.0
2860,"419 Via Royal, Walnut Creek, CA 94597",Walnut Creek,94597,CA,2,754000,BALBOA REAL ESTATE,415.0,754301,https://www.zillow.com/homedetails/419-Via-Royal-Walnut-Creek-CA-94597/18411408_zpid/,1461.0,3, 2, Townhouse,1984,Unknown,89.17,8491.0,678300.0
2861,"343 Beacon Ridge Ln, Walnut Creek, CA 94597",Walnut Creek,94597,CA,3,919000,BLVD REAL ESTATE,660.0,946728,https://www.zillow.com/homedetails/343-Beacon-Ridge-Ln-Walnut-Creek-CA-94597/18412325_zpid/,1771.0,3, 2, Townhouse,1989,Unknown,84.93,8381.0,620004.0
2862,"1779 Tice Valley Blvd 21, Walnut Creek, CA 94595",Walnut Creek,94595,CA,3,799550,INTERO REAL ESTATE SERVICES,525.0,799164,https://www.zillow.com/homedetails/1779-Tice-Valley-Blvd-21-Walnut-Creek-CA-94595/18425104_zpid/,1704.0,3, 2, Townhouse,1990,Unknown,94.74,6315.0,482850.0
2869,"1860 Tice Creek Dr APT 1242, Walnut Creek, CA 94595",Walnut Creek,94595,CA,1,209000,BERKSHIRE HATHAWAY,2271.0,209001,https://www.zillow.com/homedetails/1860-Tice-Creek-Dr-APT-1242-Walnut-Creek-CA-94595/18424994_zpid/,601.0,1, 0, Condo,1990,Unknown,94.74,2147.0,115712.0
2870,"310 N Civic Dr APT 503, Walnut Creek, CA 94596",Walnut Creek,94596,CA,2,479000,WINDERMERE DIABLO REALTY,614.0,494921,https://www.zillow.com/homedetails/310-N-Civic-Dr-APT-503-Walnut-Creek-CA-94596/18410601_zpid/,1077.0,2, 1, Condo,1972,Unknown,94.77,4304.0,302411.0
2871,"1145 Alta Vista Pl, Brentwood, CA 94513",Brentwood,94513,CA,4,789999,REALTY ONE,119.0,791295,https://www.zillow.com/homedetails/1145-Alta-Vista-Pl-Brentwood-CA-94513/95455759_zpid/,2991.0,3, 3, Single Family,2012,Unknown,85.34,9214.0,513310.0
2872,"1900 Chambers Cir, Brentwood, CA 94513",Brentwood,94513,CA,5,1999000,PARAGON,184.0,1999009,https://www.zillow.com/homedetails/1900-Chambers-Cir-Brentwood-CA-94513/68032243_zpid/,5597.0,5, 3, Single Family,2004,Unknown,83.74,16120.0,1385000.0
2873,"620 Baldwin Dr, Brentwood, CA 94513",Brentwood,94513,CA,2,599900,DUDUM REAL ESTATE GROUP,125.0,599902,https://www.zillow.com/homedetails/620-Baldwin-Dr-Brentwood-CA-94513/50915249_zpid/,2156.0,3, 2, Single Family,2000,Unknown,79.74,7725.0,585000.0
2874,"183 Honeygold Ln, Brentwood, CA 94513",Brentwood,94513,CA,2,555000,CAL BAY REALTY,95.0,555397,https://www.zillow.com/homedetails/183-Honeygold-Ln-Brentwood-CA-94513/18286080_zpid/,1940.0,3, 2, Single Family,1996,Unknown,83.74,4861.0,394839.0
2876,"2300 Reserve Dr, Brentwood, CA 94513",Brentwood,94513,CA,3,1995000,KELLER WILLIAMS,191.0,1995013,https://www.zillow.com/homedetails/2300-Reserve-Dr-Brentwood-CA-94513/121999757_zpid/,4131.0,4, 3, Single Family,2016,Unknown,87.41,21405.0,1634884.0
2877,"130 Gala Ln, Brentwood, CA 94513",Brentwood,94513,CA,2,529500,MARPLES & ASSOCIATES,83.0,529503,https://www.zillow.com/homedetails/130-Gala-Ln-Brentwood-CA-94513/18286330_zpid/,1750.0,2, 2, Single Family,1999,Unknown,78.14,2026.0,140622.0
2879,"1800 Mariposa Way, Brentwood, CA 94513",Brentwood,94513,CA,2,639900,CORCORAN GLOBAL LIVING,115.0,576731,https://www.zillow.com/homedetails/1800-Mariposa-Way-Brentwood-CA-94513/18280745_zpid/,2165.0,3, 2, Single Family,1998,Unknown,75.74,5299.0,385983.0
2883,"1650 Jonathan Ter, Brentwood, CA 94513",Brentwood,94513,CA,4,1195000,NEXTHOME,289.0,1195004,https://www.zillow.com/homedetails/1650-Jonathan-Ter-Brentwood-CA-94513/18285806_zpid/,3433.0,4, 4, Single Family,2001,Unknown,75.74,9601.0,808217.0
2885,"2295 Reserve Dr, Brentwood, CA 94513",Brentwood,94513,CA,4,1590000,HOME BUYERS REALTY,191.0,1590006,https://www.zillow.com/homedetails/2295-Reserve-Dr-Brentwood-CA-94513/122000147_zpid/,4131.0,4, 3, Single Family,2016,Unknown,85.31,17700.0,1311717.0
2887,"1721 Latour Ave, Brentwood, CA 94513",Brentwood,94513,CA,2,1175000,JDK & ASSOCIATES REALTY INC,346.0,1166571,https://www.zillow.com/homedetails/1721-Latour-Ave-Brentwood-CA-94513/82852762_zpid/,2721.0,3, 3, Single Family,2007,Unknown,83.74,12329.0,833985.0
2888,"1870 Jubilee Dr, Brentwood, CA 94513",Brentwood,94513,CA,2,639000,ALTAS REALTY,95.0,639424,https://www.zillow.com/homedetails/1870-Jubilee-Dr-Brentwood-CA-94513/18286896_zpid/,1940.0,3, 2, Single Family,1998,Unknown,79.74,7351.0,612000.0
2891,"1120 Medoc Ct, Brentwood, CA 94513",Brentwood,94513,CA,3,846356,REALTY ONE,346.0,846361,https://www.zillow.com/homedetails/1120-Medoc-Ct-Brentwood-CA-94513/82786789_zpid/,2338.0,3, 2, Single Family,2007,Unknown,77.34,10311.0,658003.0
2899,"1614 Chianti Ln, Brentwood, CA 94513",Brentwood,94513,CA,2,1179000,SUMMERWOOD PROPERTIES,346.0,1179011,https://www.zillow.com/homedetails/1614-Chianti-Ln-Brentwood-CA-94513/122009124_zpid/,2868.0,3, 2, Single Family,2016,Unknown,87.41,13627.0,942914.0
2903,"1147 Bacchini Ln, Brentwood, CA 94513",Brentwood,94513,CA,2,724900,REALTY ONE,145.0,725246,https://www.zillow.com/homedetails/1147-Bacchini-Ln-Brentwood-CA-94513/67704914_zpid/,2665.0,3, 3, Single Family,2004,Unknown,83.74,9627.0,673336.0
2904,"728 Carver Pl, Gilroy, CA 95020",Gilroy,95020,CA,4,965000,BUYERS REALTY,169.0,985077,https://www.zillow.com/homedetails/728-Carver-Pl-Gilroy-CA-95020/251006745_zpid/,2633.0,3, 2, Single Family,2018, Public Utilities,87.41,11918.0,930000.0
2905,"8541 Mossrose Way, Gilroy, CA 95020",Gilroy,95020,CA,6,1899999,DON JENSEN REALTY,212.0,1869706,https://www.zillow.com/homedetails/8541-Mossrose-Way-Gilroy-CA-95020/19852173_zpid/,4679.0,4, 4, Single Family,1998, Public Utilities,87.41,16866.0,1310239.0
2906,"771 Williamsburg Way APT D, Gilroy, CA 95020",Gilroy,95020,CA,1,415000,REALTY WORLD,395.0,425005,https://www.zillow.com/homedetails/771-Williamsburg-Way-APT-D-Gilroy-CA-95020/19858433_zpid/,921.0,1, 1, Condo,1985, Public Utilities,90.11,2698.0,211248.0
2907,"8981 Tea Tree Way, Gilroy, CA 95020",Gilroy,95020,CA,5,2049888,INTERO REAL ESTATE SERVICES,100.0,1993959,https://www.zillow.com/homedetails/8981-Tea-Tree-Way-Gilroy-CA-95020/153553267_zpid/,4989.0,5, 2, Single Family,2018, Public Utilities,87.41,8995.0,649006.0
2927,"3179 Alexa Cruz Ter, Dublin, CA 94568",Dublin,94568,CA,4,1149000,REDFIN,230.0,1161768,https://www.zillow.com/homedetails/3179-Alexa-Cruz-Ter-Dublin-CA-94568/119587406_zpid/,2939.0,5, 2, Single Family,2014,Unknown,93.85,12565.0,932965.0
2929,"6630 S Mariposa Ln, Dublin, CA 94568",Dublin,94568,CA,4,850000,COMPASS,235.0,840340,https://www.zillow.com/homedetails/6630-S-Mariposa-Ln-Dublin-CA-94568/119591899_zpid/,2002.0,4, 2, Condo,2013,Unknown,88.21,9967.0,730992.0
2930,"11972 Glaskin Pl, Dublin, CA 94568",Dublin,94568,CA,4,999000,EVOLVE REAL ESTATE,143.0,1007043,https://www.zillow.com/homedetails/11972-Glaskin-Pl-Dublin-CA-94568/163650788_zpid/,2008.0,3, 2, Single Family,2017,Unknown,87.41,12741.0,941561.0
2931,"7170 Stags Leap Ln, Dublin, CA 94568",Dublin,94568,CA,3,1149000,KELLER WILLIAMS TRI - VALLEY REALTY,227.0,1146878,https://www.zillow.com/homedetails/7170-Stags-Leap-Ln-Dublin-CA-94568/250133144_zpid/,1943.0,3, 2, Single Family,2018,Unknown,87.41,14363.0,1078500.0
2932,"3275 Dublin Blvd APT 415, Dublin, CA 94568",Dublin,94568,CA,2,595000,BQ GROUP INC,375.0,609262,https://www.zillow.com/homedetails/3275-Dublin-Blvd-APT-415-Dublin-CA-94568/153089318_zpid/,1066.0,2, 0, Condo,2004, Natural Gas,87.41,6163.0,452450.0
2933,"4580 Mirano Ct, Dublin, CA 94568",Dublin,94568,CA,4,1049000,AVENUE 8 INC.,439.0,1061458,https://www.zillow.com/homedetails/4580-Mirano-Ct-Dublin-CA-94568/94688266_zpid/,2787.0,4, 2, Condo,2012,Unknown,90.65,8601.0,627046.0
2934,"7330 Carneros Ln, Dublin, CA 94568",Dublin,94568,CA,4,1070000,CALIFORNIA WIDE PROPERTIES,232.0,1077331,https://www.zillow.com/homedetails/7330-Carneros-Ln-Dublin-CA-94568/163651464_zpid/,2210.0,4, 0, Single Family,2017, Public Utilities,87.41,12445.0,917796.0
2935,"907 Eagle Ridge Dr, Danville, CA 94506",Danville,94506,CA,6,4495000,COLDWELL BANKER,661.0,4891348,https://www.zillow.com/homedetails/907-Eagle-Ridge-Dr-Danville-CA-94506/18435720_zpid/,8432.0,8, 4, Single Family,1996,Unknown,70.58,34348.0,2980091.0
2936,"757 Glen Eagle Ct, Danville, CA 94526",Danville,94526,CA,3,988000,COMPASS,453.0,988496,https://www.zillow.com/homedetails/757-Glen-Eagle-Ct-Danville-CA-94526/18458813_zpid/,1618.0,2, 2, Townhouse,1979,Unknown,87.41,7249.0,574027.0
2937,"411 Kingswood Ln, Danville, CA 94506",Danville,94506,CA,5,3690000,INTERO REAL ESTATE SERVICES,189.0,4092396,https://www.zillow.com/homedetails/411-Kingswood-Ln-Danville-CA-94506/18461369_zpid/,6641.0,5, 4, Single Family,1992,Unknown,87.41,42303.0,3693420.0
2938,"2100 Oneida Cir, Danville, CA 94526",Danville,94526,CA,2,859000,GOLDEN HILLS BROKERS B/R,375.0,859004,https://www.zillow.com/homedetails/2100-Oneida-Cir-Danville-CA-94526/18459767_zpid/,1450.0,2, 2, Single Family,1984,Unknown,84.13,3862.0,288751.0
2941,"1296 Ariel Dr, Danville, CA 94506",Danville,94506,CA,4,1999999,COMPASS,100.0,2000005,https://www.zillow.com/homedetails/1296-Ariel-Dr-Danville-CA-94506/68038115_zpid/,4383.0,5, 3, Single Family,2005,Unknown,76.21,18633.0,1530000.0
2942,"201 S Ridge Ct, Danville, CA 94506",Danville,94506,CA,6,3198000,COMPASS,189.0,3161357,https://www.zillow.com/homedetails/201-S-Ridge-Ct-Danville-CA-94506/18461121_zpid/,6342.0,6, 3, Single Family,1989,Unknown,87.41,35263.0,3069180.0
2943,"201 Oakridge Dr, Danville, CA 94506",Danville,94506,CA,5,3998800,COMPASS,189.0,4063518,https://www.zillow.com/homedetails/201-Oakridge-Dr-Danville-CA-94506/18452673_zpid/,6910.0,6, 5, Single Family,1983,Unknown,87.41,26954.0,2337007.0
2944,"308 W Meadows Ln, Danville, CA 94506",Danville,94506,CA,3,960000,"HOMESMART OPTIMA REALTY, INC",310.0,960008,https://www.zillow.com/homedetails/308-W-Meadows-Ln-Danville-CA-94506/18436844_zpid/,1992.0,3, 2, Townhouse,1995,Unknown,73.77,10233.0,830239.0
2945,"3291 Blackhawk Meadow Dr, Danville, CA 94506",Danville,94506,CA,4,2350500,REALTY ONE,189.0,2350933,https://www.zillow.com/homedetails/3291-Blackhawk-Meadow-Dr-Danville-CA-94506/54628207_zpid/,4618.0,4, 3, Single Family,1985,Unknown,87.41,24066.0,2059992.0
2946,"182 Tweed Dr, Danville, CA 94526",Danville,94526,CA,3,925000,COMPASS,515.0,925007,https://www.zillow.com/homedetails/182-Tweed-Dr-Danville-CA-94526/18454518_zpid/,1997.0,3, 2, Townhouse,1977,Unknown,92.14,10366.0,859058.0
2948,"2092 Fostoria Cir, Danville, CA 94526",Danville,94526,CA,3,634750,RE/MAX,280.0,643952,https://www.zillow.com/homedetails/2092-Fostoria-Cir-Danville-CA-94526/18459988_zpid/,1145.0,2, 1, Condo,1991,Unknown,94.53,6926.0,543550.0
2949,"135 Rubicon Cir, Danville, CA 94526",Danville,94526,CA,2,639000,COMPASS,420.0,642846,https://www.zillow.com/homedetails/135-Rubicon-Cir-Danville-CA-94526/18431981_zpid/,1287.0,2, 1, Condo,1972,Unknown,79.3,6209.0,476672.0
2950,"3510 Deer Crest Dr, Danville, CA 94506",Danville,94506,CA,5,3838800,COMPASS,189.0,3838765,https://www.zillow.com/homedetails/3510-Deer-Crest-Dr-Danville-CA-94506/68032610_zpid/,6749.0,6, 5, Single Family,2004,Unknown,78.58,41741.0,3650000.0
2951,"3118 Blackhawk Meadow Ln, Danville, CA 94506",Danville,94506,CA,7,6499800,COMPASS,189.0,6230623,https://www.zillow.com/homedetails/3118-Blackhawk-Meadow-Ln-Danville-CA-94506/61236256_zpid/,8826.0,10, 5, Single Family,2000,Unknown,87.41,48736.0,4225797.0
2954,"215 S Ridge Ct, Danville, CA 94506",Danville,94506,CA,5,2599000,KELLER WILLIAMS,189.0,2599003,https://www.zillow.com/homedetails/215-S-Ridge-Ct-Danville-CA-94506/18461124_zpid/,4492.0,5, 3, Single Family,1987,Unknown,87.41,23418.0,2000000.0
2955,"62 Tweed Ln, Danville, CA 94526",Danville,94526,CA,2,799000,GOLDEN GATE SOTHEBY'S RE,510.0,799005,https://www.zillow.com/homedetails/62-Tweed-Ln-Danville-CA-94526/18454508_zpid/,1524.0,2, 2, Townhouse,1977,Unknown,90.54,6614.0,522563.0
2957,"155 Clover Hill Ct, Danville, CA 94526",Danville,94526,CA,4,1375000,J ROCKCLIFF REALTORS,100.0,1375004,https://www.zillow.com/homedetails/155-Clover-Hill-Ct-Danville-CA-94526/18453819_zpid/,2336.0,3, 2, Single Family,1973,Unknown,87.41,7074.0,554812.0
2958,"1 Sky Ter, Danville, CA 94526",Danville,94526,CA,5,3299000,THE AGENCY,41.0,3299001,https://www.zillow.com/homedetails/1-Sky-Ter-Danville-CA-94526/18439168_zpid/,4000.0,3, 3, Single Family,1954,Unknown,87.41,17269.0,1465391.0
2959,"1924 Rancho Verde Cir E, Danville, CA 94526",Danville,94526,CA,3,949950,DUDUM REAL ESTATE GROUP,453.0,969956,https://www.zillow.com/homedetails/1924-Rancho-Verde-Cir-E-Danville-CA-94526/18459237_zpid/,1539.0,2, 2, Townhouse,1977,Unknown,90.53,6379.0,495997.0
2960,"537 Silver Oak Ln, Danville, CA 94506",Danville,94506,CA,3,989000,DOGWOOD REALTY,400.0,989007,https://www.zillow.com/homedetails/537-Silver-Oak-Ln-Danville-CA-94506/18435702_zpid/,1869.0,3, 2, Townhouse,1984,Unknown,83.38,9613.0,785502.0
2961,"171 Summerside Cir, Danville, CA 94526",Danville,94526,CA,3,859000,THE AGENCY,290.0,859007,https://www.zillow.com/homedetails/171-Summerside-Cir-Danville-CA-94526/18459586_zpid/,1542.0,3, 2, Townhouse,1973,Unknown,92.13,7543.0,593410.0
2962,"3441 Quail Walk Ct, Danville, CA 94506",Danville,94506,CA,6,3588800,COMPASS,189.0,3507216,https://www.zillow.com/homedetails/3441-Quail-Walk-Ct-Danville-CA-94506/18460472_zpid/,7066.0,7, 4, Single Family,1989,Unknown,87.41,23273.0,1993986.0
2964,"300 Sycamore Hill Ct, Danville, CA 94526",Danville,94526,CA,2,785000,COMPASS,467.0,782295,https://www.zillow.com/homedetails/300-Sycamore-Hill-Ct-Danville-CA-94526/18454173_zpid/,1211.0,2, 2, Townhouse,1974,Unknown,87.41,8812.0,716835.0
2965,"14 Saddleback Ct, Danville, CA 94506",Danville,94506,CA,5,2650000,RE/MAX,189.0,2539235,https://www.zillow.com/homedetails/14-Saddleback-Ct-Danville-CA-94506/18452552_zpid/,4940.0,5, 3, Single Family,1979,Unknown,87.41,29158.0,2470950.0
2966,"515 Bourne Ln, Danville, CA 94506",Danville,94506,CA,5,1849900,J ROCKCLIFF REALTORS,184.0,1849904,https://www.zillow.com/homedetails/515-Bourne-Ln-Danville-CA-94506/18461990_zpid/,4288.0,5, 3, Single Family,1999,Unknown,87.41,20998.0,1793160.0
2967,"16 E Ridge Ct, Danville, CA 94506",Danville,94506,CA,5,4888888,COMPASS,189.0,4560454,https://www.zillow.com/homedetails/16-E-Ridge-Ct-Danville-CA-94506/18461031_zpid/,7172.0,6, 5, Single Family,1989,Unknown,74.58,47979.0,4202400.0
2969,"3098 Fostoria Cir, Danville, CA 94526",Danville,94526,CA,2,545000,KELLER WILLIAMS,280.0,545004,https://www.zillow.com/homedetails/3098-Fostoria-Cir-Danville-CA-94526/18459983_zpid/,1026.0,2, 1, Condo,1991,Unknown,94.53,6445.0,500432.0
2977,"2329 Shelter Creek Ln, San Bruno, CA 94066",San Bruno,94066,CA,1,515000,COLDWELL BANKER,391.0,515003,https://www.zillow.com/homedetails/2329-Shelter-Creek-Ln-San-Bruno-CA-94066/15623712_zpid/,680.0,1, 0, Condo,1972, Public Utilities,87.41,4902.0,435093.0
2979,"7325 Shelter Creek Ln, San Bruno, CA 94066",San Bruno,94066,CA,1,538000,CENTURY 21 REALTY ALLIANCE,387.0,538293,https://www.zillow.com/homedetails/7325-Shelter-Creek-Ln-San-Bruno-CA-94066/15624516_zpid/,680.0,1, 0, Condo,1972, Public Utilities,87.8,2686.0,243342.0
2980,"166 Oxford Ln, San Bruno, CA 94066",San Bruno,94066,CA,0,1588000,BERKSHIRE HATHAWAY,108.0,1562606,https://www.zillow.com/homedetails/166-Oxford-Ln-San-Bruno-CA-94066/15495449_zpid/,4090.0,0, 0, Multiple Occupancy,1966, Public Utilities,87.41,6918.0,613642.0
2983,"105 Piccadilly Pl APT D, San Bruno, CA 94066",San Bruno,94066,CA,0,435000,COMPASS,306.0,443446,https://www.zillow.com/homedetails/105-Piccadilly-Pl-APT-D-San-Bruno-CA-94066/15622750_zpid/,450.0,1, 0, Condo,1971, Public Utilities,80.6,2784.0,245151.0
3002,"1329 SW Blvd E, Rohnert Park, CA 94928",Rohnert Park,94928,CA,1,262265,PRIME,329.0,262265,https://www.zillow.com/homedetails/1329-SW-Blvd-E-Rohnert-Park-CA-94928/15854209_zpid/,591.0,1, 0, Condo,1973,Unknown,87.41,2090.0,164527.0
3007,"185 Union Ave APT 73, Campbell, CA 95008",Campbell,95008,CA,1,525000,GOLDEN GATE SOTHEBY'S,342.0,499134,https://www.zillow.com/homedetails/185-Union-Ave-APT-73-Campbell-CA-95008/19669671_zpid/,704.0,1, 1, Condo,1978, Public Utilities,95.26,7199.0,520200.0
3008,"134 W Rincon Ave APT F, Campbell, CA 95008",Campbell,95008,CA,3,998000,COMPASS,450.0,998972,https://www.zillow.com/homedetails/134-W-Rincon-Ave-APT-F-Campbell-CA-95008/19610589_zpid/,1448.0,3, 1, Townhouse,1980," Individual Electric Meters, Public Utilities, Natural Gas",89.66,9825.0,737132.0
3010,"1196 Capri Dr, Campbell, CA 95008",Campbell,95008,CA,3,1099950,INTERO REAL ESTATE SERVICES,360.0,1121434,https://www.zillow.com/homedetails/1196-Capri-Dr-Campbell-CA-95008/19665796_zpid/,1990.0,3, 19, Townhouse,1981," Individual Electric Meters, Individual Gas Meters",95.26,8624.0,636947.0
3015,"300 W Sunnyoaks Ave, Campbell, CA 95008",Campbell,95008,CA,2,809000,THE PROPERTY NETWORK,440.0,810565,https://www.zillow.com/homedetails/300-W-Sunnyoaks-Ave-Campbell-CA-95008/19665948_zpid/,1248.0,2, 0, Townhouse,1988, Public Utilities,89.66,2258.0,118979.0
3016,"117 E Rincon Ave, Campbell, CA 95008",Campbell,95008,CA,3,1219000,SERENO GROUP,336.0,1234498,https://www.zillow.com/homedetails/117-E-Rincon-Ave-Campbell-CA-95008/19670638_zpid/,1676.0,3, 2, Townhouse,1991, Public Utilities,87.41,14975.0,1160000.0
3017,"1211 W Parr Ave, Campbell, CA 95008",Campbell,95008,CA,2,948000,BQ GROUP INC,390.0,1140887,https://www.zillow.com/homedetails/1211-W-Parr-Ave-Campbell-CA-95008/19665560_zpid/,1454.0,3, 1, Townhouse,1984, Public Utilities,95.26,10657.0,818586.0
3020,"300 Union Ave APT 36, Campbell, CA 95008",Campbell,95008,CA,2,699000,SERENO GROUP,427.0,701855,https://www.zillow.com/homedetails/300-Union-Ave-APT-36-Campbell-CA-95008/19669724_zpid/,1127.0,2, 1, Condo,1979, Public Utilities,87.41,7152.0,516049.0
3024,"912 Campisi Way UNIT 303, Campbell, CA 95008",Campbell,95008,CA,2,975000,KELLER WILLIAMS,551.0,993158,https://www.zillow.com/homedetails/912-Campisi-Way-UNIT-303-Campbell-CA-95008/89476245_zpid/,1485.0,2, 0, Condo,2008," Individual Electric Meters, Individual Gas Meters",95.26,9542.0,714290.0
3025,"230 Watson Dr APT 2, Campbell, CA 95008",Campbell,95008,CA,2,609500,"ROBERT ANDERSON, BROKER",353.0,617796,https://www.zillow.com/homedetails/230-Watson-Dr-APT-2-Campbell-CA-95008/19588177_zpid/,903.0,1, 1, Condo,1971," Individual Electric Meters, Individual Gas Meters",95.26,1376.0,39710.0
3026,"555 Merrimac Dr, Campbell, CA 95008",Campbell,95008,CA,2,879000,"METIS REAL ESTATE, INC.",384.0,879007,https://www.zillow.com/homedetails/555-Merrimac-Dr-Campbell-CA-95008/19609445_zpid/,1242.0,3, 2, Townhouse,1975, Public Utilities,95.26,9393.0,700396.0
3028,"300 Union Ave APT 32, Campbell, CA 95008",Campbell,95008,CA,2,826000,1ST CLASS REALTY CO,427.0,836925,https://www.zillow.com/homedetails/300-Union-Ave-APT-32-Campbell-CA-95008/19669720_zpid/,1127.0,2, 1, Condo,1979, Public Utilities,89.66,7741.0,565628.0
3040,"171 Shelter Cove Dr, Half Moon Bay, CA 94019",Half Moon Bay,94019,CA,0,1325000,COMPASS,118.0,1296301,https://www.zillow.com/homedetails/171-Shelter-Cove-Dr-Half-Moon-Bay-CA-94019/15534378_zpid/,2670.0,0, 2, Multiple Occupancy,1969, Public Utilities,84.74,13571.0,1122000.0
3060,"219 Spring Ave, Morgan Hill, CA 95037",Morgan Hill,95037,CA,2,640000,CA URBAN RE BROKERAGE,330.0,680720,https://www.zillow.com/homedetails/219-Spring-Ave-Morgan-Hill-CA-95037/19848797_zpid/,1085.0,3, 1, Condo,1998,Unknown,87.89,6394.0,540600.0
3061,"1452 Painted Feather Dr, Morgan Hill, CA 95037",Morgan Hill,95037,CA,5,1459000,KELLER WILLIAMS SAN JOSE GATEWAY,75.0,1504688,https://www.zillow.com/homedetails/1452-Painted-Feather-Dr-Morgan-Hill-CA-95037/82954149_zpid/,3342.0,4, 6, Single Family,2007, Public Utilities,79.89,14616.0,1236364.0
3065,"37 W Dunne Ave, Morgan Hill, CA 95037",Morgan Hill,95037,CA,4,869000,INTERO REAL ESTATE SERVICES,442.0,893087,https://www.zillow.com/homedetails/37-W-Dunne-Ave-Morgan-Hill-CA-95037/300481976_zpid/,1724.0,3, 0, Single Family,2020, Public Utilities,87.41,914.0,70644.0
3066,"2231 Brega Ct, Morgan Hill, CA 95037",Morgan Hill,95037,CA,2,545000,INTERO REAL ESTATE SERVICES,423.0,553299,https://www.zillow.com/homedetails/2231-Brega-Ct-Morgan-Hill-CA-95037/19861445_zpid/,1104.0,2, 1, Condo,1987, Public Utilities,84.69,3511.0,289278.0
3071,"16818 Sorrel Way, Morgan Hill, CA 95037",Morgan Hill,95037,CA,3,640000,REALTY ONE,423.0,653163,https://www.zillow.com/homedetails/16818-Sorrel-Way-Morgan-Hill-CA-95037/19861539_zpid/,1453.0,2, 1, Condo,1987, Public Utilities,86.29,3354.0,275861.0
