,Address,City,ZipCode,State,Bedrooms,Price,Listing-Company,HOA,Zestimate,Link,Living-Area,Total-Bathrooms,Full-Bathrooms,Half-Bathrooms,Garage-Spaces,Stories,Fireplace,Lot-Size,Home-Type,New-Contruction,Year-Built,Utilities,Sunscore,Annual-Tax,Tax-Value
10,"113 Linda Vista Ave, Pittsburg, CA 94565",Pittsburg,94565,CA,3,400000,HOMESMART OPTIMA REALTY,Not_Found,413207,https://www.zillow.com/homedetails/113-Linda-Vista-Ave-Pittsburg-CA-94565/18321810_zpid/,"1,356",2, 2,Not_Found, 1,Not_Found,Not_Found,"5,131", Single Family, No,1950,Not_Found,85.97," $1,045"," $39,069"
11,"431 W 9th St, Pittsburg, CA 94565",Pittsburg,94565,CA,3,399000,CA Urban RE Brokerage,Not_Found,406710,https://www.zillow.com/homedetails/431-W-9th-St-Pittsburg-CA-94565/18322177_zpid/,972,2, 2,Not_Found, 0, One Story,Not_Found,"5,201", Single Family, No,1929,Not_Found,83.57," $2,057"," $118,865"
12,"3090 Delano Dr, Pittsburg, CA 94565",Pittsburg,94565,CA,5,805000,Discovery Realty Inc.,Not_Found,Not_Found,https://www.zillow.com/homedetails/3090-Delano-Dr-Pittsburg-CA-94565/2077712788_zpid/,"2,806",3, 3,Not_Found, 2, Two Story,Not_Found,"4,499", Single Family, Yes,2020,Not_Found,Not_Found,Not_Found,Not_Found
13,"220 Benjamin Ave, Pittsburg, CA 94565",Pittsburg,94565,CA,3,417000,MERRILL SIGNATURE PROPERTIES,Not_Found,430899,https://www.zillow.com/homedetails/220-Benjamin-Ave-Pittsburg-CA-94565/18315484_zpid/,"1,158",2, 1, 1, 1,Not_Found,Not_Found,"5,222", Single Family, No,1962,Not_Found,76.37," $4,772"," $355,816"
14,"4318 Foothill Way, Pittsburg, CA 94565",Pittsburg,94565,CA,3,499000,NextHome Town & Country,Not_Found,510323,https://www.zillow.com/homedetails/4318-Foothill-Way-Pittsburg-CA-94565/18330443_zpid/,"1,664",3, 2, 1, 2,Not_Found,Not_Found,"7,405", Single Family, No,1981,Not_Found,79.6," $3,162"," $219,189"
15,"210 Jimno Ave, Pittsburg, CA 94565",Pittsburg,94565,CA,2,410000,Windermere Rowland Realty,Not_Found,399488,https://www.zillow.com/homedetails/210-Jimno-Ave-Pittsburg-CA-94565/18323564_zpid/,"1,018",2, 2,Not_Found, 0, One Story,Not_Found,"4,791", Single Family, No,1951,Not_Found,89.17," $2,150"," $126,103"
16,"218 Maureen Cir, Bay Point, CA 94565",Bay Point,94565,CA,3,190000,Realty ONE Group Future,Not_Found,216143,https://www.zillow.com/homedetails/218-Maureen-Cir-Bay-Point-CA-94565/241643268_zpid/,"1,274",2, 2,Not_Found, 3,Not_Found,Not_Found,Not_Found, Mobile / Manufactured, No,Not_Found,Not_Found,Not_Found, $528," $52,800"
17,"3777 Willow Pass Rd TRAILER 75, Bay Point, CA 94565",Bay Point,94565,CA,4,169000,Century 21 R.E. Alliance,Not_Found,169812,https://www.zillow.com/homedetails/3777-Willow-Pass-Rd-TRAILER-75-Bay-Point-CA-94565/166393908_zpid/,"1,200",2, 2,Not_Found, 0,Not_Found,Not_Found,"2,000", Mobile / Manufactured, No,2014,Not_Found,Not_Found, $310," $34,900"
18,"1002 Jewett Ave, Pittsburg, CA 94565",Pittsburg,94565,CA,3,429000,BHG REAL ESTATE ROYAL & ASSOC.,Not_Found,444458,https://www.zillow.com/homedetails/1002-Jewett-Ave-Pittsburg-CA-94565/18329306_zpid/,"1,385",2, 2,Not_Found, 2,Not_Found,Not_Found,"8,001", Single Family, No,1971,Not_Found,75.6," $2,619"," $165,953"
19,"504 Burdick Dr, Bay Point, CA 94565",Bay Point,94565,CA,3,585000,Keller Williams Realty,Not_Found,585778,https://www.zillow.com/homedetails/504-Burdick-Dr-Bay-Point-CA-94565/18338587_zpid/,"1,724",3, 2, 1, 2, 2,Not_Found,"5,797", Single Family, No,1995,Not_Found,79.52," $6,408"," $455,257"
20,"2038 Oakridge Ln, Pittsburg, CA 94565",Pittsburg,94565,CA,3,499888,Bay Home Investments&Loans,Not_Found,516465,https://www.zillow.com/homedetails/2038-Oakridge-Ln-Pittsburg-CA-94565/18327845_zpid/,"1,634",2, 2,Not_Found, 2, Two Story,Not_Found,"8,799", Single Family, No,1974,Not_Found,81.17," $2,782"," $197,082"
21,"1049 Cape May Dr, Pittsburg, CA 94565",Pittsburg,94565,CA,4,475000,BHG RE Reliance Partners, $135/mo,507701,https://www.zillow.com/homedetails/1049-Cape-May-Dr-Pittsburg-CA-94565/54626749_zpid/,"2,135",3, 2, 1, 2, One Story,Not_Found,"3,428", Single Family, No,2001,Not_Found,88.32," $5,351"," $406,226"
22,"192 W Catamaran Cir, Pittsburg, CA 94565",Pittsburg,94565,CA,3,479900,Coldwell Banker Castle R.E.,Not_Found,443430,https://www.zillow.com/homedetails/192-W-Catamaran-Cir-Pittsburg-CA-94565/18332792_zpid/,"1,186",2, 2,Not_Found, 2, 1,Not_Found,"5,601", Single Family, No,1978, All Public,90.72," $3,890"," $274,040"
23,"168 Pelican Loop, Pittsburg, CA 94565",Pittsburg,94565,CA,4,525000,Keller Williams Realty East Bay, $20/mo,526209,https://www.zillow.com/homedetails/168-Pelican-Loop-Pittsburg-CA-94565/18322479_zpid/,"1,927",3, 2, 1, 2, 2,Not_Found,"3,497", Townhouse, No,1989,Not_Found,78.77," $6,257"," $476,000"
24,"306 Rapallo Ln, Bay Point, CA 94565",Bay Point,94565,CA,4,549000,Coldwell Banker,Not_Found,584290,https://www.zillow.com/homedetails/306-Rapallo-Ln-Bay-Point-CA-94565/18338256_zpid/,"2,106",3, 3,Not_Found, 2, Two Story, Yes,"3,798", Single Family, No,1992,Not_Found,81.92," $5,238"," $380,945"
25,"2625 Tampico Dr, Bay Point, CA 94565",Bay Point,94565,CA,4,699000,Keller Williams Realty,Not_Found,701267,https://www.zillow.com/homedetails/2625-Tampico-Dr-Bay-Point-CA-94565/122009095_zpid/,"2,120",2, 2,Not_Found, 2, 2,Not_Found,"6,499", Single Family, No,2017,Not_Found,94.72," $11,155"," $667,520"
26,"7 Lancaster Cir APT 239, Pittsburg, CA 94565",Pittsburg,94565,CA,2,265000,Keller Williams Realty East Bay, $455/mo,274442,https://www.zillow.com/homedetails/7-Lancaster-Cir-APT-239-Pittsburg-CA-94565/2077819166_zpid/,884,2, 2,Not_Found, 0, One Story,Not_Found,Not_Found, Condo, No,1989,Not_Found,81.92,Not_Found,Not_Found
27,"1754 Bridgeview St, Pittsburg, CA 94565",Pittsburg,94565,CA,4,575000,Compass,Not_Found,575371,https://www.zillow.com/homedetails/1754-Bridgeview-St-Pittsburg-CA-94565/18335012_zpid/,"1,826",3, 2, 1, 2, One Story,Not_Found,"6,098", Single Family, No,1991,Not_Found,Not_Found," $4,490"," $309,989"
28,"345 W 11th St, Pittsburg, CA 94565",Pittsburg,94565,CA,2,379000,RE/MAX Accord,Not_Found,380061,https://www.zillow.com/homedetails/345-W-11th-St-Pittsburg-CA-94565/18322008_zpid/,940,1, 1,Not_Found, 1, 2,Not_Found,"5,000", Single Family, No,1939,Not_Found,75.57," $1,381"," $60,597"
29,"2013 Aragon Dr, Pittsburg, CA 94565",Pittsburg,94565,CA,5,799000,RICK FULLER INC.,Not_Found,799664,https://www.zillow.com/homedetails/2013-Aragon-Dr-Pittsburg-CA-94565/124734543_zpid/,"3,583",4, 3, 1, 3, Two Story,Not_Found,"5,837", Single Family, No,2015,Not_Found,93.92," $11,157"," $660,707"
30,"3825 Harbor St, Pittsburg, CA 94565",Pittsburg,94565,CA,3,499000,E3 Realty & Loans,Not_Found,508574,https://www.zillow.com/homedetails/3825-Harbor-St-Pittsburg-CA-94565/18327181_zpid/,"1,370",2, 2,Not_Found, 2, One Story,Not_Found,"6,398", Single Family, No,1965,Not_Found,81.97," $5,501"," $418,000"
31,"404 Bay Crest Dr, Pittsburg, CA 94565",Pittsburg,94565,CA,3,449000,Compass, $250/mo,459327,https://www.zillow.com/homedetails/404-Bay-Crest-Dr-Pittsburg-CA-94565/18322415_zpid/,"1,825",3, 2, 1, 2, 2,Not_Found,"2,230", Townhouse, No,1983,Not_Found,92.37," $2,855"," $193,984"
32,"3777 Willow Pass Rd TRAILER 74, Bay Point, CA 94565",Bay Point,94565,CA,3,164900,Keller Williams Realty Danville,Not_Found,164901,https://www.zillow.com/homedetails/3777-Willow-Pass-Rd-TRAILER-74-Bay-Point-CA-94565/68043548_zpid/,"1,000",2, 2,Not_Found, 0, Two Story,Not_Found,Not_Found, Mobile / Manufactured, No,Not_Found,Not_Found,83.52, $433," $38,900"
33,"88 E 6th St UNIT 317, Pittsburg, CA 94565",Pittsburg,94565,CA,1,230959,Compass, $333/mo,Not_Found,https://www.zillow.com/homedetails/88-E-6th-St-UNIT-317-Pittsburg-CA-94565/2078000412_zpid/,700,1, 1,Not_Found, 1, 1,Not_Found,Not_Found, Condo, No,2010,Not_Found,94.77,Not_Found,Not_Found
34,"1245 Lakeview Cir, Pittsburg, CA 94565",Pittsburg,94565,CA,1,208888,HomeCoin.com, $352/mo,215565,https://www.zillow.com/homedetails/1245-Lakeview-Cir-Pittsburg-CA-94565/72549486_zpid/,527,1, 1,Not_Found, 0, Three or More Stories,Not_Found,562, Condo, No,1989,Not_Found,87.57," $1,101"," $50,785"
35,"1500 Rio Verde Cir, Bay Point, CA 94565",Bay Point,94565,CA,5,795870,Realty ONE Group Future,Not_Found,Not_Found,https://www.zillow.com/homedetails/1500-Rio-Verde-Cir-Bay-Point-CA-94565/59399093_zpid/,"3,612",5, 4, 1, 2, One Story,Not_Found,"6,006", Single Family, No,2007, Natural Gas Connected,85.12," $7,198"," $404,222"
36,"1053 Ashbridge Bay Dr, Pittsburg, CA 94565",Pittsburg,94565,CA,4,427238,Discovery Homes,Not_Found,Not_Found,https://www.zillow.com/homedetails/1053-Ashbridge-Bay-Dr-Pittsburg-CA-94565/82858629_zpid/,"2,311",Not_Found,Not_Found,Not_Found, 0, 2,Not_Found,"3,920", Single Family,Not_Found,2007,Not_Found,87.52," $7,883"," $427,238"
37,"830 Dobrich Cir, Pittsburg, CA 94565",Pittsburg,94565,CA,3,188000,COMPASS,Not_Found,188001,https://www.zillow.com/homedetails/830-Dobrich-Cir-Pittsburg-CA-94565/18552886_zpid/,"1,633",2, 2,Not_Found, 0, 2,Not_Found,Not_Found, Mobile / Manufactured, No,1979,Not_Found,85.92, $154," $13,400"
38,"Buildable plan Buckley, Liberty, Pittsburg, CA 94565",Pittsburg,94565,CA,4,620000,Coldwell Banker,Not_Found,Not_Found,https://www.zillow.com/community/liberty/2081500075_zpid/,"1,955",3, 2, 1, 2, 2,Not_Found,Not_Found, Single Family, Yes,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found
39,"1983 Cardiff Dr, Pittsburg, CA 94565",Pittsburg,94565,CA,3,410000,Keller Williams Realty, $137/mo,424609,https://www.zillow.com/homedetails/1983-Cardiff-Dr-Pittsburg-CA-94565/18315544_zpid/,"1,143",2, 2,Not_Found, 2,Not_Found,Not_Found,"5,505", Single Family, No,1985,Not_Found,76.37," $2,521"," $157,647"
40,"10649 Farallone Dr, Cupertino, CA 95014",Cupertino,95014,CA,5,2699999,Intero Real Estate Services,Not_Found,2866106,https://www.zillow.com/homedetails/10649-Farallone-Dr-Cupertino-CA-95014/19640094_zpid/,"2,016",4, 4,Not_Found, 2, One Story,Not_Found,"8,999", Single Family, No,1961,Not_Found,94.99," $18,424"," $1,480,445"
41,"19884 Wheaton Dr, Cupertino, CA 95014",Cupertino,95014,CA,5,2677000,Intero Real Estate Services,Not_Found,2612752,https://www.zillow.com/homedetails/19884-Wheaton-Dr-Cupertino-CA-95014/19618953_zpid/,"2,492",3, 3,Not_Found, 2,Not_Found, Yes,"7,422", Single Family, No,1968," Individual Electric Meters, Public Utilities, Individual Gas Meters",94.99," $6,165"," $429,340"
42,"10190 Vista Dr, Cupertino, CA 95014",Cupertino,95014,CA,3,1698000,Intero Real Estate Services, $300/mo,1732446,https://www.zillow.com/homedetails/10190-Vista-Dr-Cupertino-CA-95014/19619045_zpid/,"1,962",3, 2, 1, 2,Not_Found, Yes,"1,833", Townhouse, No,1981, Public Utilities,94.99," $12,663"," $986,736"
43,"10450 Corte De Madrid, Cupertino, CA 95014",Cupertino,95014,CA,6,3598000,U16818 Financial Services,Not_Found,3600880,https://www.zillow.com/homedetails/10450-Corte-De-Madrid-Cupertino-CA-95014/19643469_zpid/,"3,278",6, 5, 1, 0,Not_Found, Yes,"8,219", Single Family, No,2020, Public Utilities,91.79," $19,098"," $1,526,515"
44,"22561 Ricardo Rd, Cupertino, CA 95014",Cupertino,95014,CA,4,3310000,Sereno Group,Not_Found,3350365,https://www.zillow.com/homedetails/22561-Ricardo-Rd-Cupertino-CA-95014/69299411_zpid/,"2,837",4, 3, 1, 2,Not_Found, Yes,0.33, Single Family, No,2006, Public Utilities,80.59," $22,192"," $1,799,364"
45,"22050 Regnart Rd, Cupertino, CA 95014",Cupertino,95014,CA,5,4195000,Intero Real Estate Services,Not_Found,4195025,https://www.zillow.com/homedetails/22050-Regnart-Rd-Cupertino-CA-95014/89473930_zpid/,"6,092",4, 4,Not_Found, 4,Not_Found, Yes,3.74, Single Family, No,1959," Propane On Site, Individual Electric Meters",91.82," $17,453"," $1,440,718"
46,"10671 S Blaney Ave, Cupertino, CA 95014",Cupertino,95014,CA,4,1998000,Intero Real Estate Services,Not_Found,2186821,https://www.zillow.com/homedetails/10671-S-Blaney-Ave-Cupertino-CA-95014/19640013_zpid/,"1,564",2, 2,Not_Found, 2,Not_Found, Yes,"7,627", Single Family, No,1959, Public Utilities,89.39," $3,054"," $164,325"
47,"20488 Stevens Creek Blvd APT 1711, Cupertino, CA 95014",Cupertino,95014,CA,2,1299000,HomeCoin.com, $567/mo,1328014,https://www.zillow.com/homedetails/20488-Stevens-Creek-Blvd-APT-1711-Cupertino-CA-95014/64892402_zpid/,"1,317",2, 2,Not_Found, 2, 1,Not_Found,435, Condo, No,2003," Individual Electric Meters, Individual Gas Meters",74.19," $10,285"," $786,237"
48,"10312 N Blaney Ave, Cupertino, CA 95014",Cupertino,95014,CA,3,2650000,Intero Real Estate Services,Not_Found,2692542,https://www.zillow.com/homedetails/10312-N-Blaney-Ave-Cupertino-CA-95014/19619521_zpid/,"1,212",1, 1,Not_Found, 2,Not_Found, Yes,0.31, Single Family, No,1934, Public Utilities,94.99," $1,854"," $68,086"
49,"10140 N Blaney Ave, Cupertino, CA 95014",Cupertino,95014,CA,4,2348000,Compass,Not_Found,2503307,https://www.zillow.com/homedetails/10140-N-Blaney-Ave-Cupertino-CA-95014/19618944_zpid/,"2,240",3, 2, 1, 2,Not_Found, Yes,"7,501", Single Family, No,1969, Public Utilities,89.39," $5,513"," $380,722"
50,"15565 Swiss Creek Ln, Cupertino, CA 95014",Cupertino,95014,CA,6,2999990,KW Bay Area Estates,Not_Found,2999186,https://www.zillow.com/homedetails/15565-Swiss-Creek-Ln-Cupertino-CA-95014/19632399_zpid/,"6,246",5, 4, 1, 3,Not_Found, Yes,9.95, Single Family, No,1988," Propane On Site, Generator, Public Utilities, Master Meter",Not_Found," $31,168"," $2,615,340"
51,"21868 Oakview Ln, Cupertino, CA 95014",Cupertino,95014,CA,5,4295000,U16818 Financial Services,Not_Found,4189526,https://www.zillow.com/homedetails/21868-Oakview-Ln-Cupertino-CA-95014/19625755_zpid/,"4,056",6, 5, 1, 4,Not_Found, Yes,"9,988", Single Family, No,2020, Public Utilities,94.99," $29,167"," $2,408,750"
52,"20488 Stevens Creek Blvd APT 2314, Cupertino, CA 95014",Cupertino,95014,CA,2,1398000,Intero Real Estate Services, $617/mo,1415860,https://www.zillow.com/homedetails/20488-Stevens-Creek-Blvd-APT-2314-Cupertino-CA-95014/64894724_zpid/,"1,500",2, 2,Not_Found, 0,Not_Found,Not_Found,401, Condo, No,2003, Public Utilities,82.99," $11,740"," $915,772"
53,"19850 Portal Plz, Cupertino, CA 95014",Cupertino,95014,CA,2,1388800,Coldwell Banker Realty, $44/mo,1419069,https://www.zillow.com/homedetails/19850-Portal-Plz-Cupertino-CA-95014/19640346_zpid/,"1,326",3, 2, 1, 2,Not_Found, Yes,801, Townhouse, No,1982, Public Utilities,94.19," $10,199"," $783,768"
54,"18660 Runo Ct, Cupertino, CA 95014",Cupertino,95014,CA,4,2800000,Happy Real Estate Inc,Not_Found,2830103,https://www.zillow.com/homedetails/18660-Runo-Ct-Cupertino-CA-95014/19644300_zpid/,"2,391",3, 3,Not_Found, 2,Not_Found, Yes,"9,330", Single Family, No,2020, Natural Gas,94.22," $26,638"," $2,170,560"
55,"2190002 Oakview Ln, Cupertino, CA 95014",Cupertino,95014,CA,8,4498888,U16818 Financial Services,Not_Found,4251311,https://www.zillow.com/homedetails/21900-02-Oakview-Ln-Cupertino-CA-95014/2080805587_zpid/,"4,669",8, 7, 1, 0,Not_Found, Yes,0.26, Single Family, No,2020, Public Utilities,Not_Found,Not_Found,Not_Found
56,"10190 Calvert Dr, Cupertino, CA 95014",Cupertino,95014,CA,6,2899900,Intero Real Estate Services,Not_Found,2899923,https://www.zillow.com/homedetails/10190-Calvert-Dr-Cupertino-CA-95014/19644095_zpid/,"3,278",7, 6, 1, 0,Not_Found, Yes,"5,235", Single Family, No,2020," Public Utilities, Natural Gas",95.02," $15,382"," $1,220,389"
57,"10546 Red Fir Ct, Cupertino, CA 95014",Cupertino,95014,CA,3,1349000,Keller Williams Realty - Cupertino, $317/mo,1336086,https://www.zillow.com/homedetails/10546-Red-Fir-Ct-Cupertino-CA-95014/19634601_zpid/,"1,202",2, 2,Not_Found, 0,Not_Found, Yes,"1,934", Townhouse, No,1971, Public Utilities,89.39," $15,654"," $1,248,480"
58,"11111 Bubb Rd, Cupertino, CA 95014",Cupertino,95014,CA,4,2388000,Compass,Not_Found,2537234,https://www.zillow.com/homedetails/11111-Bubb-Rd-Cupertino-CA-95014/19633297_zpid/,"1,859",2, 2,Not_Found, 2,Not_Found, Yes,"7,936", Single Family, No,1973, Public Utilities,94.99," $8,844"," $664,473"
59,"21972 Mcclellan Rd, Cupertino, CA 95014",Cupertino,95014,CA,4,3555000,Intero Real Estate Services,Not_Found,3555000,https://www.zillow.com/homedetails/21972-Mcclellan-Rd-Cupertino-CA-95014/19632682_zpid/,"3,814",4, 3, 1, 2,Not_Found, Yes,0.36, Single Family, No,1957, Public Utilities,89.39," $13,199"," $1,033,264"
60,"20570 Sunrise Dr, Cupertino, CA 95014",Cupertino,95014,CA,4,2698800,Goodview Financial & Real Estate,Not_Found,2747869,https://www.zillow.com/homedetails/20570-Sunrise-Dr-Cupertino-CA-95014/19634851_zpid/,"2,164",3, 3,Not_Found, 1,Not_Found, Yes,"9,766", Single Family, No,1951, Public Utilities,94.99," $23,098"," $1,871,602"
61,"10090 Pasadena Ave APT A4, Cupertino, CA 95014",Cupertino,95014,CA,3,1325000,Intero Real Estate Services, $404/mo,1326123,https://www.zillow.com/homedetails/10090-Pasadena-Ave-APT-A4-Cupertino-CA-95014/19634371_zpid/,"1,491",2, 2,Not_Found, 1,Not_Found,Not_Found,"1,306", Condo, No,1985, Public Utilities,89.39," $12,704"," $989,022"
62,"21098 White Fir Ct, Cupertino, CA 95014",Cupertino,95014,CA,3,1098000,DPL Real Estate, $317/mo,1097097,https://www.zillow.com/homedetails/21098-White-Fir-Ct-Cupertino-CA-95014/19634689_zpid/,"1,003",2, 2,Not_Found, 0, 2,Not_Found,435, Townhouse, No,1971, Public Utilities,93.39," $6,019"," $427,738"
63,"18760 Newsom Ave, Cupertino, CA 95014",Cupertino,95014,CA,3,2288000,Compass,Not_Found,2345655,https://www.zillow.com/homedetails/18760-Newsom-Ave-Cupertino-CA-95014/19644551_zpid/,"2,164",2, 2,Not_Found, 2,Not_Found,Not_Found,"6,298", Single Family, No,2015," Individual Electric Meters, Public Utilities, Individual Gas Meters",88.59," $28,015"," $2,295,000"
64,"21700 Rainbow Ct, Cupertino, CA 95014",Cupertino,95014,CA,4,3988000,Coldwell Banker Realty,Not_Found,3989477,https://www.zillow.com/homedetails/21700-Rainbow-Ct-Cupertino-CA-95014/19638273_zpid/,"4,850",5, 4, 1, 3,Not_Found, Yes,0.71, Single Family, No,1984, Public Utilities,84.62," $47,493"," $3,951,110"
65,"18811 Loree Ave, Cupertino, CA 95014",Cupertino,95014,CA,5,1648000,Compass,Not_Found,1701090,https://www.zillow.com/homedetails/18811-Loree-Ave-Cupertino-CA-95014/19643832_zpid/,"1,257",3, 2, 1, 1,Not_Found, Yes,"5,614", Single Family, No,1952, Public Utilities,90.99," $10,476"," $792,683"
66,"19503 Stevens Creek Blvd SUITE 328, Cupertino, CA 95014",Cupertino,95014,CA,2,933000,Compass, $383/mo,950974,https://www.zillow.com/homedetails/19503-Stevens-Creek-Blvd-SUITE-328-Cupertino-CA-95014/69302871_zpid/,"1,102",2, 2,Not_Found, 0,Not_Found,Not_Found,"1,296", Condo, No,2006, Public Utilities,86.99," $13,009"," $1,025,284"
67,"18861 Barnhart Ave, Cupertino, CA 95014",Cupertino,95014,CA,3,1825000,Elite Realty Services,Not_Found,1896804,https://www.zillow.com/homedetails/18861-Barnhart-Ave-Cupertino-CA-95014/82751390_zpid/,"1,196",2, 2,Not_Found, 1,Not_Found, Yes,"5,410", Single Family, No,1953, Public Utilities,76.59," $11,496"," $879,647"
68,"19882 Portal Plz, Cupertino, CA 95014",Cupertino,95014,CA,2,1100000,Keller Williams Realty-Silicon Valley, $539/mo,1087436,https://www.zillow.com/homedetails/19882-Portal-Plz-Cupertino-CA-95014/19640336_zpid/,"1,166",3, 2, 1, 2,Not_Found, Yes,710, Townhouse, No,1982, Public Utilities,94.99," $8,413"," $631,670"
69,"10530 Stokes Ave, Cupertino, CA 95014",Cupertino,95014,CA,5,2388888,"Tao Long, Broker",Not_Found,2388305,https://www.zillow.com/homedetails/10530-Stokes-Ave-Cupertino-CA-95014/19626959_zpid/,"2,440",3, 3,Not_Found, 2,Not_Found, Yes,"7,418", Single Family, No,1970, Public Utilities,94.99," $24,243"," $1,976,136"
70,"21650 Rainbow Ct, Cupertino, CA 95014",Cupertino,95014,CA,for,2398000,Compass,Not_Found,3300,https://www.zillow.com/homedetails/21650-Rainbow-Ct-Cupertino-CA-95014/19638278_zpid/,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found," Electricity - Available at Street, Public Utilities",Not_Found," $29,199"," $2,397,000"
71,"18645 Ralya Ct, Cupertino, CA 95014",Cupertino,95014,CA,3,1680000,Keller Williams Realty- Silicon Valley,Not_Found,1694672,https://www.zillow.com/homedetails/18645-Ralya-Ct-Cupertino-CA-95014/19644278_zpid/,"1,127",2, 2,Not_Found, 1,Not_Found, Yes,"5,871", Single Family, No,1954, Public Utilities,Not_Found," $9,319"," $700,994"
72,"0 Swiss Creek Ln, Cupertino, CA 95014",Cupertino,95014,CA,for,899000,KW Bay Area Estates,Not_Found,Not_Found,https://www.zillow.com/homedetails/0-Swiss-Creek-Ln-Cupertino-CA-95014/2101215084_zpid/,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found, Electricity - Available at Street,Not_Found,Not_Found,Not_Found
73,"20488 Stevens Creek Blvd APT 1206, Cupertino, CA 95014",Cupertino,95014,CA,1,799888,Coldwell Banker Realty, $461/mo,799958,https://www.zillow.com/homedetails/20488-Stevens-Creek-Blvd-APT-1206-Cupertino-CA-95014/64687374_zpid/,850,1, 1,Not_Found, 0,Not_Found,Not_Found,401, Condo, No,2003, Public Utilities,74.19," $10,067"," $774,680"
