,Address,City,ZipCode,State,Bedrooms,Price,Listing-Company,HOA,Zestimate,Link,Living-Area,Total-Bathrooms,Full-Bathrooms,Half-Bathrooms,Garage-Spaces,Stories,Fireplace,Lot-Size,Home-Type,New-Contruction,Year-Built,Utilities,Sunscore,Annual-Tax,Tax-Value
10,"6086 Hillbrook Pl, Dublin, CA 94568",Dublin,94568,CA,3,875000,Dudum Real Estate Group, $184/mo,885670,https://www.zillow.com/homedetails/6086-Hillbrook-Pl-Dublin-CA-94568/79541084_zpid/,"1,692",4, 3, 1, 2,Not_Found, Yes,0.04, Single Family, No,2006,Not_Found,90.65," $10,046"," $732,597"
11,"3179 Alexa Cruz Ter, Dublin, CA 94568",Dublin,94568,CA,4,1149000,Redfin, $230/mo,1161768,https://www.zillow.com/homedetails/3179-Alexa-Cruz-Ter-Dublin-CA-94568/119587406_zpid/,"2,939",5, 4, 1, 2,Not_Found,Not_Found,0.08, Single Family, No,2014,Not_Found,93.85," $12,565"," $932,965"
12,"4269 Oak Knoll Dr, Dublin, CA 94568",Dublin,94568,CA,4,1485000,Reliance Bay Realty, $235/mo,1505299,https://www.zillow.com/homedetails/4269-Oak-Knoll-Dr-Dublin-CA-94568/241573249_zpid/,"2,944",3, 3,Not_Found, 2, 2, Yes,0.1, Single Family, No,2017," Individual Electric Meters, Individual Gas Meters, Solar Panels - Owned",Not_Found," $16,622"," $1,252,560"
13,"4684 Rimini Ct, Dublin, CA 94568",Dublin,94568,CA,2,675000,Keller Williams Realty, $370/mo,680037,https://www.zillow.com/homedetails/4684-Rimini-Ct-Dublin-CA-94568/82849155_zpid/,"1,303",2, 2,Not_Found, 2,Not_Found, Yes,Not_Found, Condo, No,2007,Not_Found,94.65," $1,684"," $72,746"
14,"7323 Starward Dr APT 18, Dublin, CA 94568",Dublin,94568,CA,1,367500,"Alliance Rlty & Loans, Inc", $315/mo,369524,https://www.zillow.com/homedetails/7323-Starward-Dr-APT-18-Dublin-CA-94568/79538636_zpid/,669,1, 1,Not_Found, 1,Not_Found,Not_Found,Not_Found, Condo, No,1970,Not_Found,79.41," $1,826"," $106,347"
15,"7900 Firebrand Dr, Dublin, CA 94568",Dublin,94568,CA,3,819000,Intero Real Estate Svcs,Not_Found,848041,https://www.zillow.com/homedetails/7900-Firebrand-Dr-Dublin-CA-94568/25063275_zpid/,"1,038",2, 2,Not_Found, 2,Not_Found,Not_Found,0.18, Single Family, No,1960,Not_Found,Not_Found," $7,204"," $504,841"
16,"6639 Donlon Way, Dublin, CA 94568",Dublin,94568,CA,4,1325000,Compass, $145/mo,1341158,https://www.zillow.com/homedetails/6639-Donlon-Way-Dublin-CA-94568/241574333_zpid/,"3,133",4, 3, 1, 3,Not_Found,Not_Found,0.11, Single Family, No,2016,Not_Found,Not_Found," $17,028"," $1,285,102"
17,"6294 Kerry Ct, Dublin, CA 94568",Dublin,94568,CA,3,800000,Benson-Rubino Real Estate, $138/mo,806990,https://www.zillow.com/homedetails/6294-Kerry-Ct-Dublin-CA-94568/64961973_zpid/,"1,791",3, 2, 1, 2,Not_Found, Yes,0.04, Townhouse, No,2003,Not_Found,86.61," $9,866"," $718,450"
18,"7225 Cronin Cir, Dublin, CA 94568",Dublin,94568,CA,2,579000,Asante Realty, $400/mo,589002,https://www.zillow.com/homedetails/7225-Cronin-Cir-Dublin-CA-94568/25070649_zpid/,906,2, 1, 1, 1,Not_Found, Yes,0.02, Condo, No,1991,Not_Found,81.01," $7,157"," $540,600"
19,"Buildable plan Plan 3, Boulevard   Newbury, Dublin, CA 94568",Dublin,94568,CA,5,1158880,Lennar,Not_Found,Not_Found,https://www.zillow.com/community/boulevard-newbury/2077849511_zpid/,"2,828",4, 4,Not_Found, 2, 3,Not_Found,Not_Found, Single Family, Yes,2020,Not_Found,Not_Found,Not_Found,Not_Found
20,"7584 Silvertree Ln, Dublin, CA 94568",Dublin,94568,CA,3,688000,Windermere Diablo Realty,Not_Found,712905,https://www.zillow.com/homedetails/7584-Silvertree-Ln-Dublin-CA-94568/2078018886_zpid/,"1,242",3, 2, 1,Not_Found,Not_Found, Yes,Not_Found, Townhouse, No,1981,Not_Found,Not_Found,Not_Found,Not_Found
21,"7423 Brigadoon Way, Dublin, CA 94568",Dublin,94568,CA,2,624950,BHHS Drysdale Properties, $325/mo,627618,https://www.zillow.com/homedetails/7423-Brigadoon-Way-Dublin-CA-94568/25073529_zpid/,"1,103",2, 2,Not_Found, 2,Not_Found, Yes,Not_Found, Condo, No,1996,Not_Found,91.41," $8,674"," $625,000"
22,"2156 Donnells Ln, Dublin, CA 94568",Dublin,94568,CA,3,998000,Redfin, $70/mo,1005128,https://www.zillow.com/homedetails/2156-Donnells-Ln-Dublin-CA-94568/241576150_zpid/,"2,043",3, 2, 1, 2,Not_Found, Yes,0.05, Single Family, No,2018,Not_Found,82.65," $12,638"," $906,780"
23,"3635 Whitworth Dr, Dublin, CA 94568",Dublin,94568,CA,3,833888,Dudum Real Estate Group, $250/mo,838833,https://www.zillow.com/homedetails/3635-Whitworth-Dr-Dublin-CA-94568/63084774_zpid/,"1,979",4, 2, 2, 2,Not_Found, Yes,Not_Found, Condo, No,2003,Not_Found,Not_Found," $9,110"," $660,833"
24,"7086 Dublin Meadows St APT H, Dublin, CA 94568",Dublin,94568,CA,3,609888,Redfin, $320/mo,221900,https://www.zillow.com/homedetails/7086-Dublin-Meadows-St-APT-H-Dublin-CA-94568/2078042871_zpid/,"1,215",2, 2,Not_Found, 2,Not_Found, Yes,Not_Found, Condo, No,1992,Not_Found,Not_Found,Not_Found,Not_Found
25,"5501 De Marcus Blvd APT 304, Dublin, CA 94568",Dublin,94568,CA,3,650000,Re/Max Accord, $375/mo,653568,https://www.zillow.com/homedetails/5501-De-Marcus-Blvd-APT-304-Dublin-CA-94568/79535890_zpid/,"1,088",2, 2,Not_Found, 2,Not_Found,Not_Found,Not_Found, Condo, No,2007,Not_Found,91.45," $6,190"," $456,043"
26,"3275 Dublin Blvd APT 415, Dublin, CA 94568",Dublin,94568,CA,2,595000,BQ Group Inc, $375/mo,608227,https://www.zillow.com/homedetails/3275-Dublin-Blvd-APT-415-Dublin-CA-94568/153089318_zpid/,"1,066",2, 2,Not_Found,Not_Found,Not_Found, Yes,Not_Found, Condo, No,2004, Natural Gas,Not_Found," $6,163"," $452,450"
27,"6630 S Mariposa Ln, Dublin, CA 94568",Dublin,94568,CA,4,850000,COMPASS, $235/mo,840340,https://www.zillow.com/homedetails/6630-S-Mariposa-Ln-Dublin-CA-94568/119591899_zpid/,"2,002",4, 3, 1, 2,Not_Found,Not_Found,Not_Found, Condo, No,2013,Not_Found,88.21," $9,967"," $730,992"
28,"7387 Dalmally Ln, Dublin, CA 94568",Dublin,94568,CA,2,625000,Lyon Real Estate, $325/mo,629570,https://www.zillow.com/homedetails/7387-Dalmally-Ln-Dublin-CA-94568/25073508_zpid/,"1,103",2, 2,Not_Found, 1, 2,Not_Found,0.05, Condo, No,1996," Natural Gas Connected, Cable Connected",91.41," $4,810"," $322,397"
29,"5887 Greenburg Rd, Dublin, CA 94568",Dublin,94568,CA,5,1325549,Lennar,Not_Found,Not_Found,https://www.zillow.com/homedetails/5887-Greenburg-Rd-Dublin-CA-94568/318986947_zpid/,"2,818",4, 4,Not_Found, 2, 3,Not_Found,0.06, Single Family, Yes,2020,Not_Found,Not_Found," $19,588"," $1,092,401"
30,"4293 Panorama Dr, Dublin, CA 94568",Dublin,94568,CA,3,1075000,eXp Realty of California, $130/mo,1064238,https://www.zillow.com/homedetails/4293-Panorama-Dr-Dublin-CA-94568/241576140_zpid/,"2,043",3, 2, 1, 2,Not_Found,Not_Found,0.05, Single Family, No,2018,Not_Found,82.65," $12,611"," $897,600"
31,"7330 Carneros Ln, Dublin, CA 94568",Dublin,94568,CA,4,1070000,California Wide Properties, $232/mo,1076838,https://www.zillow.com/homedetails/7330-Carneros-Ln-Dublin-CA-94568/163651464_zpid/,"2,210",4, 3, 1,Not_Found,Not_Found,Not_Found,0.04, Single Family, No,2017, Public Utilities,Not_Found," $12,445"," $917,796"
32,"Lot 0251, The Knolls at Tassajara Hills, Dublin, CA 94568",Dublin,94568,CA,4,1782995,Toll Brothers,Not_Found,Not_Found,https://www.zillow.com/community/knolls-at-tassajara-hills/2077947483_zpid/,"3,818",5, 4, 1, 3, 2,Not_Found,Not_Found, Single Family, Yes,2020,Not_Found,Not_Found,Not_Found,Not_Found
33,"Buildable plan Plan 2, Boulevard   Newbury, Dublin, CA 94568",Dublin,94568,CA,4,1111880,Lennar,Not_Found,Not_Found,https://www.zillow.com/community/boulevard-newbury/2077849513_zpid/,"2,447",3, 3,Not_Found, 2, 3,Not_Found,Not_Found, Single Family, Yes,2020,Not_Found,Not_Found,Not_Found,Not_Found
34,"5501 De Marcus Blvd APT 220, Dublin, CA 94568",Dublin,94568,CA,3,699000,Compass, $398/mo,704178,https://www.zillow.com/homedetails/5501-De-Marcus-Blvd-APT-220-Dublin-CA-94568/79543120_zpid/,"1,234",2, 2,Not_Found, 2,Not_Found,Not_Found,Not_Found, Condo, No,2007,Not_Found,91.45," $4,868"," $350,173"
35,"6532 Bantry Bay St, Dublin, CA 94568",Dublin,94568,CA,4,899000,SUNRISE REALTY & FINANCING INC, $262/mo,908268,https://www.zillow.com/homedetails/6532-Bantry-Bay-St-Dublin-CA-94568/122160021_zpid/,"2,244",4, 3, 1, 2,Not_Found, Yes,Not_Found, Townhouse, No,2013,Not_Found,Not_Found," $11,722"," $878,673"
36,"5338 Campus Dr, Dublin, CA 94568",Dublin,94568,CA,4,838000,Keller Williams Realty, $189/mo,843990,https://www.zillow.com/homedetails/5338-Campus-Dr-Dublin-CA-94568/153093937_zpid/,"1,753",3, 2, 1, 2,Not_Found,Not_Found,Not_Found, Townhouse, No,2015,Not_Found,89.05," $11,412"," $846,600"
37,"Buildable plan Residence 3, Mulholland at Boulevard, Dublin, CA 94568",Dublin,94568,CA,4,1275990,Brookfield Residential,Not_Found,Not_Found,https://www.zillow.com/community/mulholland-at-boulevard/2081344496_zpid/,"2,870",4, 3, 1, 2, 3,Not_Found,Not_Found, Single Family, Yes,2020,Not_Found,Not_Found,Not_Found,Not_Found
38,"5803 Corbin St, Dublin, CA 94568",Dublin,94568,CA,5,1193730,Brookfield Residential,Not_Found,Not_Found,https://www.zillow.com/homedetails/5803-Corbin-St-Dublin-CA-94568/318986903_zpid/,"2,691",4, 4,Not_Found, 2, 3,Not_Found,0.05, Single Family, Yes,2020,Not_Found,Not_Found," $3,753"," $284,531"
39,"6979 Dublin Meadows St APT G, Dublin, CA 94568",Dublin,94568,CA,2,558000,J. Rockcliff Realtors Inc., $325/mo,551323,https://www.zillow.com/homedetails/6979-Dublin-Meadows-St-APT-G-Dublin-CA-94568/25070176_zpid/,"1,007",2, 2,Not_Found, 1,Not_Found, Yes,Not_Found, Condo, No,1992,Not_Found,72.21," $7,232"," $539,580"
40,"208 Bristol Ct, Danville, CA 94506",Danville,94506,CA,5,1499000,Better Homes and Gardens RP, $225/mo,1499014,https://www.zillow.com/homedetails/208-Bristol-Ct-Danville-CA-94506/18461691_zpid/,"2,935",3, 3,Not_Found, 3,Not_Found, Yes,0.16, Single Family, No,1992,Not_Found,76.98," $10,959"," $900,783"
41,"521 Farragut Pl, Danville, CA 94526",Danville,94526,CA,4,2599900,Compass,Not_Found,2599924,https://www.zillow.com/homedetails/521-Farragut-Pl-Danville-CA-94526/18429767_zpid/,"3,087",4, 3, 1, 4,Not_Found, Yes,1.56, Single Family, No,1977,Not_Found,77.74," $18,677"," $1,593,373"
42,"23 Sherburne Hills Rd, Danville, CA 94526",Danville,94526,CA,4,2250000,Compass,Not_Found,2250021,https://www.zillow.com/homedetails/23-Sherburne-Hills-Rd-Danville-CA-94526/18456357_zpid/,"3,118",4, 3, 1, 3,Not_Found, Yes,1.29, Single Family, No,1999,Not_Found,72.14," $14,952"," $1,252,162"
43,"135 Shelterwood Ln, Danville, CA 94506",Danville,94506,CA,4,1525000,Better Homes and Gardens RP, $160/mo,1525203,https://www.zillow.com/homedetails/135-Shelterwood-Ln-Danville-CA-94506/18437388_zpid/,"2,876",4, 3, 1, 3,Not_Found, Yes,0.21, Single Family, No,1998,Not_Found,79.41," $17,054"," $1,455,000"
44,"378 Inman Ct, Danville, CA 94526",Danville,94526,CA,4,1099000,J. Rockcliff Realtors Inc, $270/mo,1099010,https://www.zillow.com/homedetails/378-Inman-Ct-Danville-CA-94526/50918383_zpid/,"2,255",4, 3, 1, 2,Not_Found, Yes,0.05, Single Family, No,1999,Not_Found,84.1," $12,083"," $730,931"
45,"100 Oak View Ter, Danville, CA 94526",Danville,94526,CA,4,2479000,Compass,Not_Found,2479023,https://www.zillow.com/homedetails/100-Oak-View-Ter-Danville-CA-94526/18431429_zpid/,"3,628",3, 3,Not_Found, 2, 2, Yes,2.03, Single Family, No,1969,Not_Found,Not_Found," $17,778"," $1,511,007"
46,"1918 Casablanca St, Danville, CA 94506",Danville,94506,CA,4,1548800,Venture Sotheby's Intl Rlty, $100/mo,1548815,https://www.zillow.com/homedetails/1918-Casablanca-St-Danville-CA-94506/68036393_zpid/,"4,074",4, 4,Not_Found, 3, 2, Yes,0.16, Single Family, No,2004,Not_Found,85.81," $16,582"," $1,353,146"
47,"186 Kuss Rd, Danville, CA 94526",Danville,94526,CA,6,3799000,Compass,Not_Found,3799030,https://www.zillow.com/homedetails/186-Kuss-Rd-Danville-CA-94526/54627407_zpid/,"5,085",6, 5, 1, 3,Not_Found, Yes,1.3, Single Family, No,1999,Not_Found,Not_Found," $27,933"," $2,428,588"
48,"127 Saint Charles Ct, Danville, CA 94526",Danville,94526,CA,3,1099000,The Agency, $85/mo,1135633,https://www.zillow.com/homedetails/127-Saint-Charles-Ct-Danville-CA-94526/18457102_zpid/,"1,682",2, 2,Not_Found, 3,Not_Found, Yes,0.31, Single Family, No,1970,Not_Found,71.33," $6,348"," $482,729"
49,"318 Verona Ave, Danville, CA 94526",Danville,94526,CA,4,1649000,The Agency,Not_Found,1723760,https://www.zillow.com/homedetails/318-Verona-Ave-Danville-CA-94526/18431760_zpid/,"2,083",3, 3,Not_Found, 2,Not_Found, Yes,0.19, Single Family, No,1951,Not_Found,71.3," $11,857"," $981,922"
50,"121 Westfield Cir, Danville, CA 94526",Danville,94526,CA,3,699950,Fohl and Hernandez RE, $440/mo,699955,https://www.zillow.com/homedetails/121-Westfield-Cir-Danville-CA-94526/18439492_zpid/,"1,788",3, 2, 1, 2,Not_Found, Yes,0.05, Townhouse, No,1973,Not_Found,81.74," $7,553"," $594,275"
51,"57 Betten Ct, Danville, CA 94526",Danville,94526,CA,4,1549000,Redfin,Not_Found,1621745,https://www.zillow.com/homedetails/57-Betten-Ct-Danville-CA-94526/18429588_zpid/,"2,791",3, 3,Not_Found, 2,Not_Found,Not_Found,0.31, Single Family, No,1970,Not_Found,75.34," $1,952"," $108,427"
52,"434 Winfield Ln, Danville, CA 94526",Danville,94526,CA,3,1025000,The Agency, $270/mo,1004879,https://www.zillow.com/homedetails/434-Winfield-Ln-Danville-CA-94526/50918378_zpid/,"1,821",3, 2, 1, 2,Not_Found, Yes,0.04, Single Family, No,1999,Not_Found,92.1," $11,065"," $918,790"
53,"1 Hardy Ct, Danville, CA 94526",Danville,94526,CA,3,1250000,BHHS Drysdale Properties,Not_Found,1250099,https://www.zillow.com/homedetails/1-Hardy-Ct-Danville-CA-94526/68041723_zpid/,"2,071",4, 4,Not_Found, 3,Not_Found, Yes,0.11, Single Family, No,2005,Not_Found,82.54," $14,895"," $1,240,000"
54,"1712 Saint Norbert Dr, Danville, CA 94526",Danville,94526,CA,4,1589900,J. Rockcliff Realtors Inc,Not_Found,1641489,https://www.zillow.com/homedetails/1712-Saint-Norbert-Dr-Danville-CA-94526/18459566_zpid/,"3,000",3, 3,Not_Found, 3, 2, Yes,0.34, Single Family, No,1978,Not_Found,70.53," $7,734"," $614,051"
55,"1568 Mission Dr, Danville, CA 94526",Danville,94526,CA,3,899000,Investment Real Estate,Not_Found,1085603,https://www.zillow.com/homedetails/1568-Mission-Dr-Danville-CA-94526/18459657_zpid/,"1,350",2, 2,Not_Found, 1, 1,Not_Found,0.4, Single Family, No,1980,Not_Found,Not_Found," $6,833"," $529,711"
56,"160 Elworthy Ranch Dr, Danville, CA 94526",Danville,94526,CA,3,998000,Dudum Real Estate Group, $185/mo,998007,https://www.zillow.com/homedetails/160-Elworthy-Ranch-Dr-Danville-CA-94526/119675686_zpid/,"1,752",3, 2, 1, 2,Not_Found, Yes,0.06, Single Family, No,2013,Not_Found,90.53," $12,955"," $939,061"
57,"437 Sycamore Cir, Danville, CA 94526",Danville,94526,CA,2,585000,Compass, $455/mo,590940,https://www.zillow.com/homedetails/437-Sycamore-Cir-Danville-CA-94526/18438053_zpid/,"1,176",2, 1, 1, 1,Not_Found, Yes,0.02, Townhouse, No,1972,Not_Found,86.54," $5,092"," $373,627"
58,"5400 Penny Ln, Danville, CA 94506",Danville,94506,CA,5,4200000,Keller Williams Realty,Not_Found,4200020,https://www.zillow.com/homedetails/5400-Penny-Ln-Danville-CA-94506/2077858092_zpid/,"6,308",5, 4, 1, 4,Not_Found, Yes,6.16, Single Family, No,1985,Not_Found,Not_Found,Not_Found,Not_Found
59,"908 La Gonda Way, Danville, CA 94526",Danville,94526,CA,4,1445000,Compass,Not_Found,1507616,https://www.zillow.com/homedetails/908-La-Gonda-Way-Danville-CA-94526/18430343_zpid/,"2,065",2, 2,Not_Found, 2,Not_Found, Yes,0.52, Single Family, No,1968,Not_Found,76.1," $11,196"," $915,552"
60,"700 Blue Spruce Dr, Danville, CA 94506",Danville,94506,CA,4,1698000,Realty One Group AMR, $189/mo,1722782,https://www.zillow.com/homedetails/700-Blue-Spruce-Dr-Danville-CA-94506/18435048_zpid/,"3,534",3, 2, 1, 2,Not_Found, Yes,0.16, Single Family, No,1986,Not_Found,85.78," $19,437"," $1,644,871"
61,"519 Honey Lake Ct, Danville, CA 94506",Danville,94506,CA,4,1350000,Compass, $95/mo,1351017,https://www.zillow.com/homedetails/519-Honey-Lake-Ct-Danville-CA-94506/18461480_zpid/,"3,278",3, 3,Not_Found, 3,Not_Found, Yes,0.18, Single Family, No,1991,Not_Found,76.98," $8,719"," $699,944"
62,"5 Green Valley Ct, Danville, CA 94526",Danville,94526,CA,4,1599000,Compass,Not_Found,1663937,https://www.zillow.com/homedetails/5-Green-Valley-Ct-Danville-CA-94526/18429662_zpid/,"2,265",3,Not_Found,Not_Found,Not_Found, 1, Yes,0.31, Single Family, No,1958,Not_Found,72.14," $7,207"," $572,026"
63,"341 Sequoia Ter, Danville, CA 94506",Danville,94506,CA,3,1628000,Intero Real Estate Services, $189/mo,1539693,https://www.zillow.com/homedetails/341-Sequoia-Ter-Danville-CA-94506/18435647_zpid/,"3,140",3, 2, 1, 3,Not_Found, 2,0.16, Single Family, No,1984,Not_Found,79.38," $10,820"," $879,186"
64,"411 Kingswood Ln, Danville, CA 94506",Danville,94506,CA,5,3690000,Keller Williams Realty Danville, $189/mo,4101187,https://www.zillow.com/homedetails/411-Kingswood-Ln-Danville-CA-94506/18461369_zpid/,"6,641",5, 5,Not_Found, 4,Not_Found, Yes,1.57, Single Family, No,1992,Not_Found,Not_Found," $42,303"," $3,693,420"
65,"615 Glasgow Cir, Danville, CA 94526",Danville,94526,CA,4,1279950,The Agency, $135/mo,1280891,https://www.zillow.com/homedetails/615-Glasgow-Cir-Danville-CA-94526/18433800_zpid/,"2,813",3, 2, 1, 2, 2, Yes,0.13, Single Family, No,1995,Not_Found,79.34," $13,530"," $1,114,267"
66,"442 Winfield Ln, Danville, CA 94526",Danville,94526,CA,2,685000,RE/MAX Accord, $270/mo,685004,https://www.zillow.com/homedetails/442-Winfield-Ln-Danville-CA-94526/50918380_zpid/,"1,080",2, 2,Not_Found, 1,Not_Found, Yes,0.02, Townhouse, No,1999,Not_Found,94.5," $4,862"," $355,562"
67,"394 Squirrel Ridge Way, Danville, CA 94506",Danville,94506,CA,3,909999,J. Rockcliff Realtors Inc., $55/mo,823004,https://www.zillow.com/homedetails/394-Squirrel-Ridge-Way-Danville-CA-94506/18436001_zpid/,"1,303",3, 2, 1, 2,Not_Found, Yes,0.08, Single Family, No,1998,Not_Found,82.57," $5,342"," $387,860"
68,"312 Jacaranda Dr, Danville, CA 94506",Danville,94506,CA,3,1145000,Redfin, $283/mo,1157445,https://www.zillow.com/homedetails/312-Jacaranda-Dr-Danville-CA-94506/18434889_zpid/,"1,825",2, 2,Not_Found, 2,Not_Found, Yes,0.13, Single Family, No,1981,Not_Found,79.38," $13,305"," $1,095,064"
69,"56 Pulido Ct, Danville, CA 94526",Danville,94526,CA,4,1499000,Compass,Not_Found,1566352,https://www.zillow.com/homedetails/56-Pulido-Ct-Danville-CA-94526/18428508_zpid/,"2,890",3, 2, 1, 2,Not_Found, Yes,0.28, Single Family, No,1973,Not_Found,Not_Found," $14,233"," $1,195,000"
70,"510 Messian Pl, Danville, CA 94526",Danville,94526,CA,6,1775000,"Black Book International, Inc", $55/mo,1803025,https://www.zillow.com/homedetails/510-Messian-Pl-Danville-CA-94526/18438976_zpid/,"3,519",4, 4,Not_Found, 2,Not_Found, Yes,0.25, Single Family, No,1998,Not_Found,73.74," $11,777"," $957,080"
71,"3130 Blackhawk Meadow Dr, Danville, CA 94506",Danville,94506,CA,6,12500000,eXp Realty of California, $190/mo,12497961,https://www.zillow.com/homedetails/3130-Blackhawk-Meadow-Dr-Danville-CA-94506/18460345_zpid/,"9,400",9, 9,Not_Found, 12,Not_Found, Yes,25.25, Single Family, No,1987,Not_Found,Not_Found," $110,844"," $9,788,730"
72,"193 Love Ln, Danville, CA 94526",Danville,94526,CA,6,2495000,Coldwell Banker,Not_Found,2852300,https://www.zillow.com/homedetails/193-Love-Ln-Danville-CA-94526/18431752_zpid/,"2,703",4, 4,Not_Found, 2,Not_Found,Not_Found,0.24, Single Family, No,1951,Not_Found,81.7," $2,006"," $100,346"
73,"7 Stuart Pl, Danville, CA 94526",Danville,94526,CA,3,1179000,Keller Williams Realty, $135/mo,1179021,https://www.zillow.com/homedetails/7-Stuart-Pl-Danville-CA-94526/18433713_zpid/,"2,486",3, 2, 1, 2,Not_Found, Yes,0.16, Single Family, No,1989,Not_Found,Not_Found," $8,927"," $708,495"
74,"167 Diablo Ranch Ct, Danville, CA 94506",Danville,94506,CA,5,2488000,Coldwell Banker, $245/mo,2488022,https://www.zillow.com/homedetails/167-Diablo-Ranch-Ct-Danville-CA-94506/18435848_zpid/,"4,558",5, 4, 1, 3, 2, Yes,0.52, Single Family, No,2001,Not_Found,70.58," $23,280"," $1,979,152"
75,"907 Eagle Ridge Dr, Danville, CA 94506",Danville,94506,CA,6,4495000,J. Rockcliff Realtors Inc., $661/mo,4894758,https://www.zillow.com/homedetails/907-Eagle-Ridge-Dr-Danville-CA-94506/18435720_zpid/,"8,432",8, 7, 1, 4,Not_Found, Yes,0.78, Single Family, No,1996,Not_Found,70.58," $34,348"," $2,980,091"
76,"517 Messian Pl, Danville, CA 94526",Danville,94526,CA,5,1775000,Compass, $54/mo,1775963,https://www.zillow.com/homedetails/517-Messian-Pl-Danville-CA-94526/54627456_zpid/,"3,260",4, 3, 1, 3,Not_Found, Yes,0.24, Single Family, No,2001,Not_Found,72.94," $15,351"," $1,284,577"
77,"140 Silver Fir Ln, Danville, CA 94506",Danville,94506,CA,4,1699998,Keller Williams Realty, $189/mo,1700014,https://www.zillow.com/homedetails/140-Silver-Fir-Ln-Danville-CA-94506/18434844_zpid/,"3,353",3, 2, 1, 3, 2, Yes,0.71, Single Family, No,1989,Not_Found,Not_Found," $13,544"," $1,121,601"
