,Address,City,ZipCode,State,Bedrooms,Price,Listing-Company,HOA,Zestimate,Link,Living-Area,Total-Bathrooms,Full-Bathrooms,Half-Bathrooms,Garage-Spaces,Stories,Fireplace,Lot-Size,Home-Type,New-Contruction,Year-Built,Utilities,Sunscore,Annual-Tax,Tax-Value
10,"980 Rosita Rd, Pacifica, CA 94044",Pacifica,94044,CA,3,1148000,Better Homes and Gardens Real Estate JFF,Not_Found,1194917,https://www.zillow.com/homedetails/980-Rosita-Rd-Pacifica-CA-94044/15506105_zpid/,"1,160",2, 2,Not_Found, 2,Not_Found, Yes,"5,000", Single Family, No,1954, Public Utilities,88.74," $13,943"," $1,110,000"
11,"1192 Peralta Rd, Pacifica, CA 94044",Pacifica,94044,CA,3,998888,RE/MAX Star Properties,Not_Found,1088513,https://www.zillow.com/homedetails/1192-Peralta-Rd-Pacifica-CA-94044/15503240_zpid/,"1,040",1, 1,Not_Found, 0,Not_Found, Yes,"5,201", Single Family, No,1954," Public Utilities, Solar Panels - Leased",90.34," $4,465"," $297,826"
12,"1355 Solano Dr, Pacifica, CA 94044",Pacifica,94044,CA,4,1230000,Eccleston Incorporated,Not_Found,1251125,https://www.zillow.com/homedetails/1355-Solano-Dr-Pacifica-CA-94044/15506448_zpid/,"1,770",3, 3,Not_Found, 0,Not_Found, Yes,"7,400", Single Family, No,1955, Public Utilities,94.34," $3,634"," $191,607"
13,"881 San Pedro Terrace Rd, Pacifica, CA 94044",Pacifica,94044,CA,4,2750000,Coastside Associates Real Estate,Not_Found,2980,https://www.zillow.com/homedetails/881-San-Pedro-Terrace-Rd-Pacifica-CA-94044/249531628_zpid/,"3,086",4, 3, 1, 0,Not_Found, Yes,0.25, Single Family, No,2020, Public Utilities,93.42," $8,832"," $754,290"
14,"607 Big Bend Dr, Pacifica, CA 94044",Pacifica,94044,CA,4,1349999,Redfin,Not_Found,1378042,https://www.zillow.com/homedetails/607-Big-Bend-Dr-Pacifica-CA-94044/15504121_zpid/,"1,820",2, 2,Not_Found, 2,Not_Found,Not_Found,"9,474", Single Family, No,1971, Public Utilities,94.34," $7,931"," $597,974"
15,"10 Cape Breton Ct, Pacifica, CA 94044",Pacifica,94044,CA,5,1988000,Eccleston Incorporated,Not_Found,2029850,https://www.zillow.com/homedetails/10-Cape-Breton-Ct-Pacifica-CA-94044/15504397_zpid/,"2,200",4, 4,Not_Found, 0,Not_Found, Yes,0.32, Single Family, No,1973, Public Utilities,94.34," $15,496"," $1,243,312"
16,"23 Montecito Ave, Pacifica, CA 94044",Pacifica,94044,CA,4,2299000,Eccleston Incorporated,Not_Found,2368103,https://www.zillow.com/homedetails/23-Montecito-Ave-Pacifica-CA-94044/2077844904_zpid/,"3,186",4, 4,Not_Found, 0,Not_Found, Yes,Not_Found, Condo, No,2017, Public Utilities,Not_Found,Not_Found,Not_Found
17,"21 Malavear Ct, Pacifica, CA 94044",Pacifica,94044,CA,5,2875000,Coastside Associates Real Estate,Not_Found,2961534,https://www.zillow.com/homedetails/21-Malavear-Ct-Pacifica-CA-94044/2078052118_zpid/,"3,280",4, 4,Not_Found, 0,Not_Found, Yes,1.20, Single Family, No,2020, Public Utilities,Not_Found,Not_Found,Not_Found
18,"1131 Escalero Ave, Pacifica, CA 94044",Pacifica,94044,CA,3,997000,Eccleston Incorporated,Not_Found,1091457,https://www.zillow.com/homedetails/1131-Escalero-Ave-Pacifica-CA-94044/15505423_zpid/,"1,040",1, 1,Not_Found, 0,Not_Found, Yes,"5,000", Single Family, No,1954, Public Utilities,83.14," $1,774"," $66,317"
19,"889 San Pedro Terrace Rd, Pacifica, CA 94044",Pacifica,94044,CA,5,2550000,Coastside Associates Real Estate,Not_Found,2629738,https://www.zillow.com/homedetails/889-San-Pedro-Terrace-Rd-Pacifica-CA-94044/2077955876_zpid/,"2,679",5, 4, 1, 0,Not_Found, Yes,0.33, Single Family, No,2020, Public Utilities,Not_Found,Not_Found,Not_Found
20,"0 Springwood Way, Pacifica, CA 94044",Pacifica,94044,CA,for,1488000,Compass,Not_Found,Not_Found,https://www.zillow.com/homedetails/0-Springwood-Way-Pacifica-CA-94044/2105219652_zpid/,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found, Electricity - Available at Street,Not_Found,Not_Found,Not_Found
21,"645 Heather Ct, Pacifica, CA 94044",Pacifica,94044,CA,4,950000,Remax Prestigious Properties,Not_Found,1030881,https://www.zillow.com/homedetails/645-Heather-Ct-Pacifica-CA-94044/15476352_zpid/,"1,220",2, 2,Not_Found, 0, 2,Not_Found,"5,000", Single Family, No,1954,Not_Found,93.52," $6,432"," $421,112"
22,"5001 Palmetto Ave APT 73, Pacifica, CA 94044",Pacifica,94044,CA,2,730000,Eccleston Incorporated, $753/mo,746829,https://www.zillow.com/homedetails/5001-Palmetto-Ave-APT-73-Pacifica-CA-94044/15639286_zpid/,"1,200",2,Not_Found,Not_Found, 2, 1, Yes,9.03, Condo, No,1973,Not_Found,73.52," $6,966"," $503,137"
23,"949 Vallejo Ter, Pacifica, CA 94044",Pacifica,94044,CA,2,1098000,KW Peninsula Estates,Not_Found,1140555,https://www.zillow.com/homedetails/949-Vallejo-Ter-Pacifica-CA-94044/15489366_zpid/,"1,219",2, 2,Not_Found, 0,Not_Found, Yes,"2,639", Single Family, No,2017, Public Utilities,Not_Found," $5,409"," $383,412"
24,"40 Humboldt Ct, Pacifica, CA 94044",Pacifica,94044,CA,4,2400000,"Denman Real Estate Group, Inc.",Not_Found,2469640,https://www.zillow.com/homedetails/40-Humboldt-Ct-Pacifica-CA-94044/15508313_zpid/,"4,918",5, 3, 2, 4,Not_Found, Yes,0.37, Single Family, No,1978, Public Utilities,93.54," $5,073"," $318,405"
25,"1148 Fernandez Way, Pacifica, CA 94044",Pacifica,94044,CA,3,1095000,Keller Williams Realty Peninsula Estates,Not_Found,1179289,https://www.zillow.com/homedetails/1148-Fernandez-Way-Pacifica-CA-94044/15503137_zpid/,"1,040",1, 1,Not_Found, 0,Not_Found, Yes,"5,780", Single Family, No,1954," Individual Electric Meters, Public Utilities, Natural Gas, Individual Gas Meters",94.34," $7,660"," $568,618"
26,"1109 Oddstad Blvd, Pacifica, CA 94044",Pacifica,94044,CA,2,688000,Matrixone Realty, $375/mo,691132,https://www.zillow.com/homedetails/1109-Oddstad-Blvd-Pacifica-CA-94044/15504665_zpid/,940,2, 1, 1, 0,Not_Found,Not_Found,736, Townhouse, No,1973, Public Utilities,79.14," $3,361"," $196,359"
27,"140 Gordon Way, Pacifica, CA 94044",Pacifica,94044,CA,2,949000,Coldwell Banker-Fahey Properties,Not_Found,1015321,https://www.zillow.com/homedetails/140-Gordon-Way-Pacifica-CA-94044/15475063_zpid/,870,1, 1,Not_Found, 0,Not_Found, Yes,"3,005", Single Family, No,1950," Public Utilities, Natural Gas",92.72," $10,128"," $780,672"
28,"581 Loma Vista Ter, Pacifica, CA 94044",Pacifica,94044,CA,3,1200000,Coastside Associates Real Estate,Not_Found,1064017,https://www.zillow.com/homedetails/581-Loma-Vista-Ter-Pacifica-CA-94044/15489407_zpid/,"1,100",2, 2,Not_Found, 2, 2, Yes,"2,793", Single Family, No,1957,Not_Found,86.32," $4,997"," $342,506"
29,"0 Pacific Ave, Pacifica, CA 94044",Pacifica,94044,CA,for,395000,eXp Realty of California Inc.,Not_Found,Not_Found,https://www.zillow.com/homedetails/0-Pacific-Ave-Pacifica-CA-94044/2081232380_zpid/,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found, Other,Not_Found,Not_Found,Not_Found
30,"1693 Higgins Way, Pacifica, CA 94044",Pacifica,94044,CA,for,588000,"Congress Realty, Inc.",Not_Found,3000,https://www.zillow.com/homedetails/1693-Higgins-Way-Pacifica-CA-94044/181368679_zpid/,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found," Gas - Available at Street, Electricity - Available at Street, Public Utilities, Natural Gas",Not_Found," $2,631"," $204,000"
31,"620 Manor Dr, Pacifica, CA 94044",Pacifica,94044,CA,3,1198532,Eccleston Incorporated,Not_Found,1198532,https://www.zillow.com/homedetails/620-Manor-Dr-Pacifica-CA-94044/15475979_zpid/,"1,360",2,Not_Found,Not_Found, 0, 1,Not_Found,"6,534", Single Family,Not_Found,1958,Not_Found,94.32," $5,384"," $378,021"
32,"278 El Dorado Dr, Pacifica, CA 94044",Pacifica,94044,CA,5,1189999,RE/MAX Star Properties, $2/mo,1253753,https://www.zillow.com/homedetails/278-El-Dorado-Dr-Pacifica-CA-94044/15477005_zpid/,"1,550",2, 2,Not_Found, 2, 2,Not_Found,"3,998", Single Family, No,1963, All Public,94.32," $13,456"," $1,025,000"
33,"227 Winwood Ave, Pacifica, CA 94044",Pacifica,94044,CA,3,1380000,Symphonic Real Estate Services,Not_Found,1383497,https://www.zillow.com/homedetails/227-Winwood-Ave-Pacifica-CA-94044/15478280_zpid/,"2,010",3, 2, 1, 2, 3,Not_Found,"5,998", Single Family, No,1979," Natural Gas Connected, Sewer Connected",94.32," $11,323"," $851,047"
34,"0 Palmetto Ave, Pacifica, CA 94044",Pacifica,94044,CA,for,940000,Compass,Not_Found,Not_Found,https://www.zillow.com/homedetails/0-Palmetto-Ave-Pacifica-CA-94044/2078877490_zpid/,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found, Public Utilities,Not_Found,Not_Found,Not_Found
35,"Vacant Lot Corona, Pacifica, CA 94044",Pacifica,94044,CA,for,1500000,Coldwell Banker Realty,Not_Found,Not_Found,https://www.zillow.com/homedetails/Vacant-Lot-Corona-Pacifica-CA-94044/2080225206_zpid/,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found," Gas - Available at Street, Public Utilities",Not_Found,Not_Found,Not_Found
36,"0 Weiler Ranch Rd, Pacifica, CA 94044",Pacifica,94044,CA,for,2500000,Eccleston Incorporated,Not_Found,Not_Found,https://www.zillow.com/homedetails/0-Weiler-Ranch-Rd-Pacifica-CA-94044/2080814660_zpid/,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found," Gas - Available at Street, Electricity - Available at Street, Wind",Not_Found,Not_Found,Not_Found
37,"9 Gypsy Hill Rd, Pacifica, CA 94044",Pacifica,94044,CA,for,1100000,Compass,Not_Found,3350,https://www.zillow.com/homedetails/9-Gypsy-Hill-Rd-Pacifica-CA-94044/2089801060_zpid/,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found," Electricity - Available at Street, Public Utilities",Not_Found,Not_Found,Not_Found
38,"L 1 B14 Block 14LOT 1, Pacifica, CA 94044",Pacifica,94044,CA,for,65000,Redfin,Not_Found,3400,https://www.zillow.com/homedetails/L-1-B14-Block-14-LOT-1-Pacifica-CA-94044/2083197647_zpid/,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found, None / No Utilities,Not_Found,Not_Found,Not_Found
39,"4 Hinton Ranch Rd, Pacifica, CA 94044",Pacifica,94044,CA,for,899000,Compass,Not_Found,2850,https://www.zillow.com/homedetails/4-Hinton-Ranch-Rd-Pacifica-CA-94044/181367609_zpid/,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found, Gas - Available at Street,Not_Found, $524," $32,263"
40,"624 Sterling Dr, Martinez, CA 94553",Martinez,94553,CA,3,630000,"J. Rockcliff, REALTORS®",Not_Found,710293,https://www.zillow.com/homedetails/624-Sterling-Dr-Martinez-CA-94553/18402198_zpid/,"1,140",2, 2,Not_Found, 2, One Story,Not_Found,"8,624", Single Family, No,1972,Not_Found,73.75," $6,911"," $543,996"
41,"2204 Center Ave, Martinez, CA 94553",Martinez,94553,CA,3,650000,"J. Rockcliff, REALTORS®",Not_Found,662484,https://www.zillow.com/homedetails/2204-Center-Ave-Martinez-CA-94553/18396286_zpid/,"1,336",2, 2,Not_Found, 2, One Story,Not_Found,0.28, Single Family, No,1966,Not_Found,76.97," $1,536"," $77,303"
42,"504 Berrellesa St, Martinez, CA 94553",Martinez,94553,CA,2,469000,Redfin, $210/mo,475000,https://www.zillow.com/homedetails/504-Berrellesa-St-Martinez-CA-94553/82863534_zpid/,"1,080",3, 2, 1, 1, Two Story,Not_Found,"1,062", Townhouse, No,2007,Not_Found,94.53," $5,676"," $424,482"
43,"1051 Boca Canada Rd, Briones, CA 94553",Briones,94553,CA,3,1995000,Village Associates Real Estate,Not_Found,1995018,https://www.zillow.com/homedetails/1051-Boca-Canada-Rd-Briones-CA-94553/54628271_zpid/,"2,651",2, 2,Not_Found, 2, One Story,Not_Found,9.91, Single Family, No,2002,Not_Found,Not_Found," $7,350"," $633,681"
44,"1406 Ashwood Dr, Martinez, CA 94553",Martinez,94553,CA,2,499000,The Hanley Team, $455/mo,491084,https://www.zillow.com/homedetails/1406-Ashwood-Dr-Martinez-CA-94553/18396709_zpid/,"1,312",3, 2, 1, 2, Two Story,Not_Found,988, Townhouse, No,1977,Not_Found,92.15," $3,332"," $227,400"
45,"2331 Orange St, Martinez, CA 94553",Martinez,94553,CA,3,549000,Dudum Real Estate Group,Not_Found,554865,https://www.zillow.com/homedetails/2331-Orange-St-Martinez-CA-94553/18490543_zpid/,"1,408",3, 3,Not_Found, 0, Two Story,Not_Found,"3,001", Single Family, No,1947,Not_Found,89.73," $6,031"," $459,000"
46,"244 Paula Ct, Martinez, CA 94553",Martinez,94553,CA,3,750000,Compass,Not_Found,750006,https://www.zillow.com/homedetails/244-Paula-Ct-Martinez-CA-94553/18401713_zpid/,"1,473",2, 2,Not_Found, 2, 1,Not_Found,"9,901", Single Family, No,1963,Not_Found,86.57," $1,592"," $82,131"
47,"1551 Ashwood Dr, Martinez, CA 94553",Martinez,94553,CA,3,499000,Compass, $455/mo,502278,https://www.zillow.com/homedetails/1551-Ashwood-Dr-Martinez-CA-94553/18396833_zpid/,"1,396",3, 2, 1, 0, One Story, Yes,"1,128", Townhouse, No,1976, Public Utilities,88.17," $1,796"," $106,612"
48,"91 Fountainhead Ct, Martinez, CA 94553",Martinez,94553,CA,4,629000,Golden Gate Sotheby's Int'l Re, $459/mo,621938,https://www.zillow.com/homedetails/91-Fountainhead-Ct-Martinez-CA-94553/18396650_zpid/,"1,740",3, 2, 1, 2, Two Story,Not_Found,"2,204", Townhouse, No,1976,Not_Found,81.77," $6,410"," $502,000"
49,"5355 Alhambra Valley Rd, Martinez, CA 94553",Martinez,94553,CA,4,1500000,Muir West Realty,Not_Found,1561224,https://www.zillow.com/homedetails/5355-Alhambra-Valley-Rd-Martinez-CA-94553/18487295_zpid/,"3,202",6, 5, 1, 3, One Story,Not_Found,3.40, Single Family, No,1938,Not_Found,Not_Found," $2,519"," $211,468"
50,"471 Glacier Dr, Martinez, CA 94553",Martinez,94553,CA,2,539000,Turnbloom & Associates,Not_Found,549534,https://www.zillow.com/homedetails/471-Glacier-Dr-Martinez-CA-94553/18396069_zpid/,"1,085",2, 1, 1, 1, One Story,Not_Found,"3,998", Single Family, No,1970,Not_Found,84.17," $1,420"," $61,074"
51,"110 Chatham Ct, Pacheco, CA 94553",Pacheco,94553,CA,1,290000,RE/MAX Accord, $421/mo,296005,https://www.zillow.com/homedetails/110-Chatham-Ct-Pacheco-CA-94553/18363444_zpid/,728,1, 1,Not_Found, 0, One Story,Not_Found,740, Condo, No,1986,Not_Found,94.57," $2,152"," $132,733"
52,"921 Meadowvale Ct, Martinez, CA 94553",Martinez,94553,CA,4,899000,J. Rockcliff Realtors Inc.,Not_Found,899008,https://www.zillow.com/homedetails/921-Meadowvale-Ct-Martinez-CA-94553/18400929_zpid/,"2,272",3, 2, 1, 2, 2,Not_Found,"6,599", Single Family, No,1978,Not_Found,81.75," $10,698"," $872,100"
53,"1261 Veale Ave, Martinez, CA 94553",Martinez,94553,CA,4,499000,Keller Williams Realty,Not_Found,499003,https://www.zillow.com/homedetails/1261-Veale-Ave-Martinez-CA-94553/18491235_zpid/,"1,576",1, 1,Not_Found, 2, Tri-Level,Not_Found,"5,000", Single Family, No,1941,Not_Found,84.13," $2,652"," $171,127"
54,"621 Donna Dr, Martinez, CA 94553",Martinez,94553,CA,3,440000,Excel Realty,Not_Found,448984,https://www.zillow.com/homedetails/621-Donna-Dr-Martinez-CA-94553/18493861_zpid/,959,1, 1,Not_Found, 1, 2,Not_Found,"5,000", Single Family, No,1953,Not_Found,85.72," $4,402"," $324,177"
55,"4285 Arthur Rd, Martinez, CA 94553",Martinez,94553,CA,6,875000,J. Rockcliff Realtors Inc.,Not_Found,899003,https://www.zillow.com/homedetails/4285-Arthur-Rd-Martinez-CA-94553/18493947_zpid/,"2,422",4, 4,Not_Found, 0, Two Story,Not_Found,0.42, Single Family, No,2012,Not_Found,83.32," $6,958"," $678,300"
56,"2710 Marion Ter, Martinez, CA 94553",Martinez,94553,CA,2,585000,Coldwell Banker Solano Pacific,Not_Found,591961,https://www.zillow.com/homedetails/2710-Marion-Ter-Martinez-CA-94553/18488701_zpid/,"1,500",1, 1,Not_Found, 0, One Story,Not_Found,"5,750", Single Family, No,1939,Not_Found,72.93," $2,841"," $180,554"
57,"649 Vine Hill Way, Martinez, CA 94553",Martinez,94553,CA,4,1450000,Windermere Diablo Realty,Not_Found,1470800,https://www.zillow.com/homedetails/649-Vine-Hill-Way-Martinez-CA-94553/18400033_zpid/,"3,564",4, 4,Not_Found, 3, Two Story,Not_Found,1.01, Single Family, No,1955,Not_Found,76.15," $6,906"," $534,362"
58,"105 Via Cabrera Ln, Martinez, CA 94553",Martinez,94553,CA,3,549950,Country Estates Inc, $425/mo,535016,https://www.zillow.com/homedetails/105-Via-Cabrera-Ln-Martinez-CA-94553/18492206_zpid/,"1,452",3, 2, 1, 0, 1, Yes,"2,054", Single Family, No,1981,Not_Found,92.95," $3,302"," $219,358"
59,"225 Southpark Ct, Martinez, CA 94553",Martinez,94553,CA,3,675000,Bay Home Investments&Loans, $209/mo,675006,https://www.zillow.com/homedetails/225-Southpark-Ct-Martinez-CA-94553/124727782_zpid/,"1,581",3, 2, 1, 2, 1,Not_Found,"2,069", Single Family, No,2015,Not_Found,92.93," $7,919"," $622,200"
60,"1930 Nicolette Ct, Martinez, CA 94553",Martinez,94553,CA,3,769000,Cole Real Estate,Not_Found,769030,https://www.zillow.com/homedetails/1930-Nicolette-Ct-Martinez-CA-94553/18490232_zpid/,"2,006",3, 3,Not_Found, 1, Other,Not_Found,"6,163", Single Family, No,1956,Not_Found,75.33," $1,679"," $80,904"
61,"1264 Plaza Dr, Martinez, CA 94553",Martinez,94553,CA,2,489000,ZIP CODE EAST BAY,Not_Found,462014,https://www.zillow.com/homedetails/1264-Plaza-Dr-Martinez-CA-94553/18491352_zpid/,"1,086",1, 1,Not_Found, 0, 2,Not_Found,"4,199", Single Family, No,1920,Not_Found,86.53," $5,623"," $423,300"
62,"180 Valley Glen Ln, Martinez, CA 94553",Martinez,94553,CA,5,1115000,J. Rockcliff Realtors Inc., $93/mo,1123702,https://www.zillow.com/homedetails/180-Valley-Glen-Ln-Martinez-CA-94553/18402954_zpid/,"2,871",3, 2, 1, 3, Two Story,Not_Found,"8,197", Single Family, No,1991,Not_Found,84.95," $10,623"," $860,000"
63,"1001 Grandview Dr, Martinez, CA 94553",Martinez,94553,CA,5,799700,Turnbloom & Associates,Not_Found,799794,https://www.zillow.com/homedetails/1001-Grandview-Dr-Martinez-CA-94553/18489766_zpid/,"1,816",3, 2, 1, 2, Two Story,Not_Found,"5,702", Single Family, No,1916,Not_Found,79.33," $8,323"," $609,000"
64,"218 Bear Oaks Ct, Martinez, CA 94553",Martinez,94553,CA,4,1099000,Windermere Diablo Realty,Not_Found,1100669,https://www.zillow.com/homedetails/218-Bear-Oaks-Ct-Martinez-CA-94553/2079346721_zpid/,"2,600",3, 2, 1, 2, 2,Not_Found,1.78, Single Family, No,1976,Not_Found,Not_Found,Not_Found,Not_Found
65,"1520 Richardson St, Martinez, CA 94553",Martinez,94553,CA,3,550000,Diablo Country Properties,Not_Found,550490,https://www.zillow.com/homedetails/1520-Richardson-St-Martinez-CA-94553/18489138_zpid/,"1,143",2, 2,Not_Found, 0, Two Story,Not_Found,"9,600", Single Family, No,1912,Not_Found,Not_Found," $2,378"," $140,741"
66,"35 Adelaide Dr, Martinez, CA 94553",Martinez,94553,CA,4,729888,Intero Real Estate Services,Not_Found,741511,https://www.zillow.com/homedetails/35-Adelaide-Dr-Martinez-CA-94553/18398655_zpid/,"2,284",2, 2,Not_Found, 2, Two Story,Not_Found,"6,499", Single Family, No,1946, Public Utilities,87.32," $5,754"," $434,067"
67,"429 Thistle Cir, Martinez, CA 94553",Martinez,94553,CA,3,619900,Turnbloom & Associates, $270/mo,620761,https://www.zillow.com/homedetails/429-Thistle-Cir-Martinez-CA-94553/18394609_zpid/,"1,430",3, 2, 1, 2, 2,Not_Found,"2,678", Townhouse, No,1977,Not_Found,92.15," $4,446"," $323,995"
68,"80 Solitude Peak Dr, Martinez, CA 94553",Martinez,94553,CA,2,669000,Muir West Realty,Not_Found,669280,https://www.zillow.com/homedetails/80-Solitude-Peak-Dr-Martinez-CA-94553/122011081_zpid/,900,3, 2, 1, 3, Two Story,Not_Found,0.52, Single Family, No,2007,Not_Found,80.95," $6,638"," $504,073"
69,"2230 Pomona Ave, Martinez, CA 94553",Martinez,94553,CA,4,708888,RE/MAX Gold,Not_Found,617373,https://www.zillow.com/homedetails/2230-Pomona-Ave-Martinez-CA-94553/18490711_zpid/,"1,280",2, 2,Not_Found, 0, One Story,Not_Found,"10,454", Single Family, No,1937,Not_Found,78.53," $6,067"," $468,180"
70,"631 Skyline Dr, Martinez, CA 94553",Martinez,94553,CA,6,1195000,Northern Crest Realty,Not_Found,1195003,https://www.zillow.com/homedetails/631-Skyline-Dr-Martinez-CA-94553/18402159_zpid/,"2,418",5, 4, 1, 2, Two Story,Not_Found,0.30, Single Family, No,1974,Not_Found,76.95," $11,324"," $920,787"
71,"425 Glacier Dr, Martinez, CA 94553",Martinez,94553,CA,2,510000,Keller Williams Realty East Bay,Not_Found,526352,https://www.zillow.com/homedetails/425-Glacier-Dr-Martinez-CA-94553/18396082_zpid/,"1,085",2, 1, 1, 1, Two Story,Not_Found,"3,301", Townhouse, No,1972,Not_Found,80.17," $3,555"," $246,542"
72,"108 Karen Ln, Martinez, CA 94553",Martinez,94553,CA,4,699000,MARPLES & ASSOCIATES,Not_Found,749006,https://www.zillow.com/homedetails/108-Karen-Ln-Martinez-CA-94553/18494143_zpid/,"1,357",2, 2,Not_Found, 1, 1,Not_Found,"6,973", Single Family, No,1954,Not_Found,84.92," $3,294"," $219,848"
73,"1464 Ashwood Dr, Martinez, CA 94553",Martinez,94553,CA,3,515000,BHHS Drysdale Properties, $455/mo,520711,https://www.zillow.com/homedetails/1464-Ashwood-Dr-Martinez-CA-94553/18396729_zpid/,"1,338",2, 2,Not_Found, 0, Two Story,Not_Found,"1,104", Condo, No,1972,Not_Found,93.75," $3,833"," $283,814"
74,"4939 Pleasant Hill Rd E, Martinez, CA 94553",Martinez,94553,CA,4,1200000,Keller Williams Realty,Not_Found,1200009,https://www.zillow.com/homedetails/4939-Pleasant-Hill-Rd-E-Martinez-CA-94553/18400142_zpid/,"2,695",3, 3,Not_Found, 3, 1,Not_Found,1.07, Single Family, No,1990,Not_Found,85.75," $11,434"," $915,447"
