,Address,City,ZipCode,State,Bedrooms,Price,Listing-Company,HOA,Zestimate,Link,Living-Area,Total-Bathrooms,Full-Bathrooms,Half-Bathrooms,Garage-Spaces,Stories,Fireplace,Lot-Size,Home-Type,New-Contruction,Year-Built,Utilities,Sunscore,Annual-Tax,Tax-Value
28,"3020 Delta Rd, Brentwood, CA 94513",Brentwood,94513,CA,3,1200000,KELLER WILLIAMS,Not_Found,711818,https://www.zillow.com/homedetails/3020-Delta-Rd-Brentwood-CA-94513/300932189_zpid/,"1,592",2, 2,Not_Found, 2,Not_Found,Not_Found,32.55, Single Family, No,1981,Not_Found,Not_Found," $8,527"," $782,734"
29,"0 Beaver, Knightsen, CA 94548",Knightsen,94548,CA,for,150000,Network Real Estate,Not_Found,2495,https://www.zillow.com/homedetails/0-Beaver-Knightsen-CA-94548/2095106273_zpid/,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found, Other,Not_Found,Not_Found,Not_Found
30,"2157 Hilda Way, Brentwood, CA 94513",Brentwood,94513,CA,4,779900,J. Rockcliff Realtors Inc.,Not_Found,738417,https://www.zillow.com/homedetails/2157-Hilda-Way-Brentwood-CA-94513/95450130_zpid/,"2,787",3, 3,Not_Found, 2, 1,Not_Found,"9,472", Condo, No,2012," Natural Gas Connected, All Electric",87.74," $8,730"," $506,134"
31,"4353 Briones Valley Rd, Brentwood, CA 94513",Brentwood,94513,CA,5,1374900,CAL BAY REALTY,Not_Found,1374903,https://www.zillow.com/homedetails/4353-Briones-Valley-Rd-Brentwood-CA-94513/18277799_zpid/,"5,718",4, 3, 1, 3, Tri-Level,Not_Found,13.25, Single Family, No,1990,Not_Found,Not_Found," $18,063"," $1,420,000"
32,"731 Beatrice St, Brentwood, CA 94513",Brentwood,94513,CA,information:,130000,Horizon Manufactured Homes INC,Not_Found,Not_Found,https://www.zillow.com/homedetails/731-Beatrice-St-Brentwood-CA-94513/2077885615_zpid/,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found," Cable Available, Electricity Available, Natural Gas Available, Water Available, Sewer Connected",Not_Found,Not_Found,Not_Found
33,"16711 Marsh Creek Rd 109, Clayton, CA 94517",Clayton,94517,CA,2,165000,Compass,Not_Found,165000,https://www.zillow.com/homedetails/16711-Marsh-Creek-Rd-109-Clayton-CA-94517/301028765_zpid/,950,2, 2,Not_Found, 0, 1,Not_Found,Not_Found, Mobile / Manufactured, No,2018,Not_Found,Not_Found, $542, $0
34,"1614 Chianti Ln, Brentwood, CA 94513",Brentwood,94513,CA,2,1179000,SUMMERWOOD PROPERTIES, $346/mo,1179011,https://www.zillow.com/homedetails/1614-Chianti-Ln-Brentwood-CA-94513/122009124_zpid/,"2,868",3, 2, 1, 2, Two Story,Not_Found,"10,624", Single Family, No,2016,Not_Found,Not_Found," $13,627"," $942,914"
35,"17701 Marsh Creek Rd, Brentwood, CA 94513",Brentwood,94513,CA,3,1399990,Horizon Manufactured Homes INC,Not_Found,599604,https://www.zillow.com/homedetails/17701-Marsh-Creek-Rd-Brentwood-CA-94513/300922010_zpid/,"2,402",3, 2, 1, 0,Not_Found,Not_Found,20, Single Family, No,2013,Not_Found,Not_Found," $7,812"," $678,667"
36,"16711 Marsh Creek Rd E RV, Clayton, CA 94517",Clayton,94517,CA,1,109900,K Hovnanian Homes,Not_Found,110401,https://www.zillow.com/homedetails/16711-Marsh-Creek-Rd-E-RV-Clayton-CA-94517/2078423759_zpid/,Not_Found,1, 1,Not_Found, 0,Not_Found,Not_Found,Not_Found, Mobile / Manufactured, Yes,2020,Not_Found,Not_Found,Not_Found,Not_Found
37,"1925 Gemina Way, Brentwood, CA 94513",Brentwood,94513,CA,4,677500,REALTY ONE GROUP ELITE,Not_Found,Not_Found,https://www.zillow.com/homedetails/1925-Gemina-Way-Brentwood-CA-94513/2083995588_zpid/,"2,960",3, 3,Not_Found, 2, 2,Not_Found,Not_Found, Single Family, Yes,2020,Not_Found,Not_Found,Not_Found,Not_Found
38,"181 Gregory Ln, Brentwood, CA 94513",Brentwood,94513,CA,3,725000,SHARP REALTY,Not_Found,725006,https://www.zillow.com/homedetails/181-Gregory-Ln-Brentwood-CA-94513/18285388_zpid/,"1,385",1, 1,Not_Found, 2,Not_Found,Not_Found,0.99, Single Family, No,1954,Not_Found,78.14," $2,872"," $240,535"
39,"1147 Bacchini Ln, Brentwood, CA 94513",Brentwood,94513,CA,2,724900,REALTY ONE GROUP ELITE, $145/mo,725246,https://www.zillow.com/homedetails/1147-Bacchini-Ln-Brentwood-CA-94513/67704914_zpid/,"2,665",3, 2, 1, 3, 1,Not_Found,"7,749", Single Family, No,2004,Not_Found,83.74," $9,627"," $673,336"
40,"Buildable plan Residence 3, Noir at Glen Loma Ranch, Gilroy, CA 95020",Gilroy,95020,CA,4,959900,TRI Pointe Homes Bay Area, $117/mo,Not_Found,https://www.zillow.com/community/noir-at-glen-loma-ranch/2081043487_zpid/,"3,119",4, 3, 1, 2, 2,Not_Found,Not_Found, Single Family, Yes,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found
41,"728 Carver Pl, Gilroy, CA 95020",Gilroy,95020,CA,4,965000,Buyers Realty, $169/mo,985077,https://www.zillow.com/homedetails/728-Carver-Pl-Gilroy-CA-95020/251006745_zpid/,"2,633",3, 3,Not_Found, 2,Not_Found,Not_Found,"4,016", Single Family, No,2018, Public Utilities,Not_Found," $11,918"," $930,000"
42,"8541 Mossrose Way, Gilroy, CA 95020",Gilroy,95020,CA,6,1899999,Don Jensen Realty, $212/mo,1869706,https://www.zillow.com/homedetails/8541-Mossrose-Way-Gilroy-CA-95020/19852173_zpid/,"4,679",4, 4,Not_Found, 4, 2, Yes,0.56, Single Family, No,1998, Public Utilities,Not_Found," $16,866"," $1,310,239"
43,"771 Williamsburg Way APT D, Gilroy, CA 95020",Gilroy,95020,CA,1,415000,Realty World - Advantage, $395/mo,425005,https://www.zillow.com/homedetails/771-Williamsburg-Way-APT-D-Gilroy-CA-95020/19858433_zpid/,921,1, 1,Not_Found, 1,Not_Found, Yes,"1,180", Condo, No,1985, Public Utilities,90.11," $2,698"," $211,248"
44,"8981 Tea Tree Way, Gilroy, CA 95020",Gilroy,95020,CA,5,2049888,Intero Real Estate Services, $100/mo,1993959,https://www.zillow.com/homedetails/8981-Tea-Tree-Way-Gilroy-CA-95020/153553267_zpid/,"4,989",5, 5,Not_Found, 2,Not_Found,Not_Found,0.89, Single Family, No,2018, Public Utilities,Not_Found," $8,995"," $649,006"
45,"7131 Spumante Ct, Gilroy, CA 95020",Gilroy,95020,CA,4,1348620,Lennar,Not_Found,Not_Found,https://www.zillow.com/homedetails/7131-Spumante-Ct-Gilroy-CA-95020/300480174_zpid/,"3,279",3, 3,Not_Found, 2, 2,Not_Found,"7,839", Single Family, Yes,Not_Found,Not_Found,Not_Found," $3,240"," $249,179"
46,"2121 Columbine Ct, Gilroy, CA 95020",Gilroy,95020,CA,5,1799950,Intero Real Estate Services,Not_Found,1772260,https://www.zillow.com/homedetails/2121-Columbine-Ct-Gilroy-CA-95020/63066880_zpid/,"4,707",5, 4, 1, 3,Not_Found, Yes,0.46, Single Family, No,2002, Public Utilities,81.3," $21,205"," $1,656,914"
47,"7131 Eigleberry St, Gilroy, CA 95020",Gilroy,95020,CA,3,749000,RE/MAX Executive,Not_Found,745326,https://www.zillow.com/homedetails/7131-Eigleberry-St-Gilroy-CA-95020/19856761_zpid/,"1,500",2, 2,Not_Found, 2, 1, Yes,"7,100", Single Family, No,1900, All Public,87.72," $5,102"," $389,490"
48,"2035 Pacheco Pass Hwy, Gilroy, CA 95020",Gilroy,95020,CA,3,995000,Victoria Properties,Not_Found,777480,https://www.zillow.com/homedetails/2035-Pacheco-Pass-Hwy-Gilroy-CA-95020/19864065_zpid/,"2,682",1, 1,Not_Found, 0,Not_Found,Not_Found,1.94, Single Family, No,1940, Public Utilities,91.71, $479," $33,079"
49,"11170 Guibal Ave, Gilroy, CA 95020",Gilroy,95020,CA,for,580000,Intero  R E Services,Not_Found,3150,https://www.zillow.com/homedetails/11170-Guibal-Ave-Gilroy-CA-95020/153566057_zpid/,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found," Gas - Available at Street, Gas - Not On Site",78.12," $6,480"," $600,000"
50,"8350 Winter Green Ct, Gilroy, CA 95020",Gilroy,95020,CA,for,329500,Coldwell Banker Realty, $212/mo,3200,https://www.zillow.com/homedetails/8350-Winter-Green-Ct-Gilroy-CA-95020/153550405_zpid/,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found," Gas - Available at Street, Electricity - Available at Street",Not_Found," $3,511"," $270,300"
51,"Buildable plan RESIDENCE ONE, Glen Loma Ranch  Margaux, Gilroy, CA 95020",Gilroy,95020,CA,4,899000,Lennar,Not_Found,Not_Found,https://www.zillow.com/community/glen-loma-ranch-margaux/2083373602_zpid/,"2,637",3, 3,Not_Found, 2, 2,Not_Found,Not_Found, Single Family, Yes,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found
52,"Buildable plan RESIDENCE TWO, Glen Loma Ranch  Burgundy, Gilroy, CA 95020",Gilroy,95020,CA,4,866880,Lennar,Not_Found,Not_Found,https://www.zillow.com/community/glen-loma-ranch-burgundy/2083388459_zpid/,"2,590",3, 3,Not_Found, 2, 2,Not_Found,Not_Found, Single Family, Yes,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found
53,"Buildable plan RESIDENCE ONE, Glen Loma Ranch  Burgundy, Gilroy, CA 95020",Gilroy,95020,CA,4,848880,Lennar,Not_Found,Not_Found,https://www.zillow.com/community/glen-loma-ranch-burgundy/2083388458_zpid/,"2,409",3, 3,Not_Found, 2, 2,Not_Found,Not_Found, Single Family, Yes,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found
54,"1681 Longmeadow Ct, Gilroy, CA 95020",Gilroy,95020,CA,for,725000,Coldwell Banker Realty,Not_Found,3200,https://www.zillow.com/homedetails/1681-Longmeadow-Ct-Gilroy-CA-95020/166730236_zpid/,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found," Gas - Available at Street, Electricity - Available at Street",Not_Found," $8,000"," $611,277"
55,"7413 Hoylake Ct, Gilroy, CA 95020",Gilroy,95020,CA,for,385000,Bertao Real Estate Group, $150/mo,3200,https://www.zillow.com/homedetails/7413-Hoylake-Ct-Gilroy-CA-95020/153561387_zpid/,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found," Gas - Available at Street, Electricity - Available at Street",Not_Found," $2,697"," $205,968"
56,"7264 Eigleberry St, Gilroy, CA 95020",Gilroy,95020,CA,0,825000,Coldwell Banker Realty,Not_Found,824864,https://www.zillow.com/homedetails/7264-Eigleberry-St-Gilroy-CA-95020/19856747_zpid/,"1,848",0,Not_Found,Not_Found, 1,Not_Found, Yes,"6,473", Multiple Occupancy, No,1900, Public Utilities,81.32," $4,446"," $337,788"
57,"11680 New Ave, Gilroy, CA 95020",Gilroy,95020,CA,for,1250000,Mc Elroy Properties & Inv.,Not_Found,967610,https://www.zillow.com/homedetails/11680-New-Ave-Gilroy-CA-95020/19862972_zpid/,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found, Electricity - On Site,Not_Found," $13,073"," $1,032,872"
58,"1950 Lavender Way, Gilroy, CA 95020",Gilroy,95020,CA,for,324000,Intero Real Estate Services, $100/mo,3200,https://www.zillow.com/homedetails/1950-Lavender-Way-Gilroy-CA-95020/153552318_zpid/,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found," Electricity - Available at Street, Public Utilities",80.5," $3,394"," $255,000"
59,"7273 Eigleberry St, Gilroy, CA 95020",Gilroy,95020,CA,0,975000,Coldwell Banker Realty,Not_Found,700967,https://www.zillow.com/homedetails/7273-Eigleberry-St-Gilroy-CA-95020/19856719_zpid/,"1,260",0,Not_Found,Not_Found, 0,Not_Found,Not_Found,0.25, Multiple Occupancy, No,1899," Public Utilities, Individual Electric Meters, Natural Gas",Not_Found," $4,100"," $48,595"
60,"Buildable plan Residence 1, Noir at Glen Loma Ranch, Gilroy, CA 95020",Gilroy,95020,CA,4,929900,TRI Pointe Homes Bay Area, $117/mo,Not_Found,https://www.zillow.com/community/noir-at-glen-loma-ranch/2081043485_zpid/,"2,647",3, 3,Not_Found, 2, 2,Not_Found,Not_Found, Single Family, Yes,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found
61,"0 Vickery Ave, Gilroy, CA 95020",Gilroy,95020,CA,for,500000,Intero  R E Services,Not_Found,Not_Found,https://www.zillow.com/homedetails/0-Vickery-Ave-Gilroy-CA-95020/2080986179_zpid/,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found," Gas - Not On Site, Electricity - Available at Street",Not_Found,Not_Found,Not_Found
62,"7280 Church St, Gilroy, CA 95020",Gilroy,95020,CA,0,1149000,Coldwell Banker Realty,Not_Found,1178569,https://www.zillow.com/homedetails/7280-Church-St-Gilroy-CA-95020/19856737_zpid/,"3,200",0,Not_Found,Not_Found, 8,Not_Found,Not_Found,"9,204", Multiple Occupancy, No,1995," Individual Electric Meters, Individual Gas Meters",75.72," $7,844"," $603,809"
63,"8655 Leavesley Rd, Gilroy, CA 95020",Gilroy,95020,CA,for,1199000,Realty World People to People,Not_Found,3200,https://www.zillow.com/homedetails/8655-Leavesley-Rd-Gilroy-CA-95020/2100774980_zpid/,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found," Gas - Not On Site, Electricity - Available at Street, Electricity - On Site, Gas - TBD",Not_Found,Not_Found,Not_Found
64,"2204 Banyon Ct, Gilroy, CA 95020",Gilroy,95020,CA,for,359000,Intero Real Estate Services, $93/mo,3200,https://www.zillow.com/homedetails/2204-Banyon-Ct-Gilroy-CA-95020/153553275_zpid/,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found, Public Utilities,Not_Found," $3,583"," $230,770"
65,"0 Crews Rd, Gilroy, CA 95020",Gilroy,95020,CA,for,699000,Coldwell Banker Realty,Not_Found,Not_Found,https://www.zillow.com/homedetails/0-Crews-Rd-Gilroy-CA-95020/2105257438_zpid/,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found, Electricity - Available at Street,Not_Found,Not_Found,Not_Found
66,"Buildable plan RESIDENCE THREE, Glen Loma Ranch  Burgundy, Gilroy, CA 95020",Gilroy,95020,CA,4,879880,Lennar,Not_Found,Not_Found,https://www.zillow.com/community/glen-loma-ranch-burgundy/2083388449_zpid/,"2,787",3, 3,Not_Found, 2, 2,Not_Found,Not_Found, Single Family, Yes,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found
67,"8265 Watsonville Rd, Gilroy, CA 95020",Gilroy,95020,CA,for,775000,Compass,Not_Found,3200,https://www.zillow.com/homedetails/8265-Watsonville-Rd-Gilroy-CA-95020/300477450_zpid/,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found, Electricity - Available at Street,Not_Found," $8,235"," $629,122"
68,"8745 Wild Iris Dr, Gilroy, CA 95020",Gilroy,95020,CA,for,339550,The Realty Society, $125/mo,3200,https://www.zillow.com/homedetails/8745-Wild-Iris-Dr-Gilroy-CA-95020/64519890_zpid/,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found, Public Utilities,82.1," $4,400"," $340,000"
69,"Buildable plan RESIDENCE THREE, Glen Loma Ranch  Provence, Gilroy, CA 95020",Gilroy,95020,CA,5,1121880,Lennar,Not_Found,Not_Found,https://www.zillow.com/community/glen-loma-ranch-provence/2083388473_zpid/,"3,639",5, 4, 1, 2, 2,Not_Found,Not_Found, Single Family, Yes,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found
70,"0 Rucker Ave, Gilroy, CA 95020",Gilroy,95020,CA,for,799000,Intero Real Estate Services,Not_Found,Not_Found,https://www.zillow.com/homedetails/0-Rucker-Ave-Gilroy-CA-95020/2104844423_zpid/,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found, Public Utilities,Not_Found,Not_Found,Not_Found
71,"Buildable plan Residence 2, Noir at Glen Loma Ranch, Gilroy, CA 95020",Gilroy,95020,CA,4,959900,TRI Pointe Homes Bay Area, $117/mo,Not_Found,https://www.zillow.com/community/noir-at-glen-loma-ranch/2081043484_zpid/,"2,771",3, 3,Not_Found, 2, 2,Not_Found,Not_Found, Single Family, Yes,Not_Found,Not_Found,Not_Found,Not_Found,Not_Found
